Reference	LeftContext	Pivot	RightContext
Esther, 94	le voie ? HYDASPE_Et ne pouvez -vous pas_d'	un mot	l'exterminer ? Dites à le roi, Seigneur, de vous
Esther, 100	trop subtile. Mardochée à ses yeux est	une âme	trop vile. HYDASPE_Que tardez -vous ? Allez, et faites promptement
Esther, 6	. Mais ce sujet zélé, qui d'	un oeil	si subtil Sut de leur noir complot développer le fil, Qui
Esther, 10	le trône effet inévitable ! De soins tumultueux	un prince	environné, Vers de nouveaux objets est sans_cesse entraîné. L'avenir
Esther, 13	un vrai zèle, Prennent à notre gloire	un intérêt	fidèle, Du mérite oublié nous fassent souvenir, Trop prompts à
Esther, 29	Un Juif m'a préservé de le glaive	de les Persans	? Mais, puisqu'il m'a sauvé, quel qu'il soit
Esther, 6	. Dis -moi donc. Que doit faire	un prince	magnanime, Qui veut combler d'honneurs un sujet qu'il estime
Esther, 6	prince magnanime, Qui veut combler d'honneurs	un sujet	qu'il estime ? Par quel gage éclatant, et digne d'
Esther, 18	doit servir de modèle. Vous voulez d'	un sujet	reconnaître le zèle. L'honneur seul peut flatter un esprit généreux
Esther, 19	le zèle. L'honneur seul peut flatter	un esprit	généreux. Je voudrais donc, Seigneur, que ce mortel heureux
Esther, 3	est sans_doute inouï. Jamais d'un_tel honneur	un sujet	n'a joui. Mais plus la récompense est grande et glorieuse
Esther, 14	? Est -ce pour vous qu'est fait	un ordre	si sévère ? Vivez. Le sceptre d'or, que vous
Esther, 16	main, Pour vous de ma clémence est	un gage	certain. ESTHER_Quelle voix salutaire ordonne que je vive, Et rappelle
Esther, 19	pas la voix de votre époux ? Encore	un coup	vivez, et revenez à vous. ESTHER_Seigneur, je n'ai
Esther, 28	moitié ? ESTHER_Hé ! se peut -il qu'	un roi	craint de la terre entière, Devant qui tout fléchit, et
Esther, 28	baise la poussière, Jette sur son esclave	un regard	si serein, Et m'offre sur son coeur un pouvoir souverain
Esther, 28	serein, Et m'offre sur son coeur	un pouvoir	souverain ? ASSUERUS_Croyez-moi, chère Esther, ce sceptre, cet empire
Esther, 33	noir elle écarte les ombres, Et fait	de les jours	sereins de mes jours les plus sombres. Que dis -je ?
Esther, 54	, Seigneur, sont assemblés. ASSUERUS_Princesse,	un songe	étrange occupe ma pensée. Vous-même en leur réponse êtes intéressée.
Esther, 56	leur réponse êtes intéressée. Venez, derrière	un voile	écoutant leurs discours, De vos propres clartés me prêter le secours
Esther, 59	timide, Sans craindre ici les yeux d'	une profane	cour, À l'abri de ce trône attendez mon retour.
Esther, 7	. UNE_AUTRE_Et sa voix m'a paru comme	un tonnerre	horrible. ÉLISE_Comment ce courroux si terrible En un moment s'est
Esther, 8	horrible. ÉLISE_Comment ce courroux si terrible En	un moment	s'est -il évanoui ? UNE_DES_ISRAELITES, chante. Un moment a
Esther, 11	ce courage inflexible. Le lion rugissant est	un agneau	paisible. Dieu, notre Dieu sans_doute a versé dans son coeur
Esther, 16	douceur. LA_MÊME_ISRAELITE, chante. Tel qu'	un ruisseau	docile Obéit à la main qui détourne son cours, Et laissant
Esther, 16	eaux partager le secours, Va rendre tout	un champ	fertile ; Dieu, de nos volontés arbitre souverain, Le coeur
Esther, 16	de nos volontés arbitre souverain, Le coeur	de les rois	est ainsi dans ta main. ÉLISE_Ah ! Que je crains,
Esther, 25	chante. Malheureux ! Vous quittez le maître	de les humains	, Pour adorer l'ouvrage de vos mains. UNE_ISRAÈLITE, chante
Esther, 29	arraché, Qui sur tout l'univers jette	une nuit	si sombre ? Dieu_d'_Israël, dissipe enfin cette ombre. Jusqu'à quand
Esther, 36	nous allait déceler ! ÉLISE_Quoi ! Fille_d'_Abraham,	une crainte	mortelle Semble déjà vous faire chanceler ? Hé ! Si l'impie
Esther, 38	sa main homicide Faisant luire à vos yeux	un glaive	menaçant, À blasphémer le nom de le Tout-Puissant_Voulait forcer votre bouche
Esther, 43	le Dieu que j'aime ? J'adorerais	un dieu	sans force, et sans vertu, Reste d'un tronc par
Esther, 43	force, et sans vertu, Reste d'	un tronc	par les vents abattu, Qui ne peut se sauver lui-même ?
Esther, 58	endort, il s'éveille à le son	de les instruments	. Son coeur nage dans la mollesse. UNE_AUTRE_ISRAELITE_Pour_comble_de prospérité, Il
Esther, 66	consume. Il trouve l'amertume Au milieu	de les plaisirs	. UNE_AUTRE, seule. Le bonheur de l'impie est toujours
Esther, 89	Le remords au_dedans le glace. UNE_AUTRE_La gloire	de les méchants	en un moment s'éteint. L'affreux tombeau pour jamais les
Esther, 89	glace. UNE_AUTRE_La gloire de les méchants en	un moment	s'éteint. L'affreux tombeau pour jamais les dévore. Il
Esther, 1	théâtre représente les jardins d'Esther et un	de les côtés	de le salon où se fait le festin. ZARES_C'est donc
Esther, 3	est encor fermée, Écoutez les conseils d'	une épouse	alarmée. À le nom de le sacré noeud qui me lie
Esther, 9	propre bouche : Quiconque ne sait pas dévorer	un affront	, Ni de fausses couleurs se déguiser le front, Loin de
Esther, 9	déguiser le front, Loin de l'aspect	de les rois	qu'il s'écarte, qu'il fuie. Il est de
Esther, 10	écarte, qu'il fuie. Il est	de les contretemps	qu'il faut qu'un sage essuie. Souvent avec prudence un
Esther, 11	qu'un sage essuie. Souvent avec prudence	un outrage	enduré Aux honneurs les plus hauts a servi de degré. AMAN_Ô
Esther, 14	effacée ! Un exécrable Juif, l'opprobre	de les humains	, S'est donc vu de la pourpre habillé par mes mains
Esther, 29	remords, crainte, pudeur ; Qu'avec	un coeur	d'airain exerçant sa puissance, J'ai fait taire les lois
Esther, 29	et gémir l'innocence ; Que pour lui	de les Persans	bravant l'aversion, J'ai chéri, j'ai cherché la
Esther, 45	peut être qu'horrible. Osez chercher ailleurs	un destin	plus paisible. Regagnez l'Hellespont, et ces bords écartés,
Esther, 46	vos aïeux errants jadis furent jetés, Lorsque	de les Juifs	contre eux la vengeance allumée Chassa tout Amalec de la triste Idumée
Esther, 6	vous désole ? Laissez -le s'applaudir d'	un triomphe	frivole. Croit -il d'Assuérus éviter la rigueur ? Ne possédez
Esther, 12	que ta bouche m'annonce ? HYDASPE_J'ai	de les savants	devins entendu la réponse. Ils disent que la main d'un
Esther, 15	AMAN_Oui, ce sont, cher ami,	de les monstres	furieux. Il faut craindre surtout leur chef audacieux. La terre
Esther, 20	autrefois David par ses accords touchants Calmait d'	un roi	jaloux la sauvage tristesse. UNE_ISRAÉLITE_Tout le reste de cette scène est
Esther, 28	! Ces quatre stances sont chantées alternativement par	une voix	seule et par tout le choeur. UNE_ISRAÈLITE_Rois, chassez la calomnie
Esther, 38	repentir inutile. UNE_ISRAÈLITE, seule. D'	un souffle	l'aquilon écarte les nuages, Et chasse à le loin la
Esther, 39	ennemi de le langage menteur, Écarte d'	un regard	le perfide imposteur. UNE_AUTRE_J'admire un roi victorieux, Que sa
Esther, 40	un regard le perfide imposteur. UNE_AUTRE_J'admire	un roi	victorieux, Que sa valeur conduit triomphant en tous lieux. Mais
Esther, 41	valeur conduit triomphant en tous lieux. Mais	un roi	sage, et qui hait l'injustice, Qui sous la loi
Esther, 41	le pauvre gémisse, Est le_plus beau présent	de les cieux	. UNE_AUTRE_La veuve en sa défense espère. UNE_AUTRE_De l'orphelin il
Esther, 52	ils t'attaquent, qu'ils soient en	un moment	soumis. Que de ton bras la force les renverse. Que
Esther, 55	nombreux soit devant tes soldats Comme d'enfants	une troupe	inutile. Et si par un chemin il entre en tes États
Esther, 56	enfants une troupe inutile. Et si par	un chemin	il entre en tes États, Qu'il en sorte par plus_de
Esther, 2	Esther. Oui, vos moindres discours ont	de les grâces	secrètes. Une noble pudeur à tout ce_que vous faites Donne un
Esther, 3	noble pudeur à tout ce_que vous faites Donne	un prix	, que n'ont point ni la pourpre, ni l'or
Esther, 11	vie, Et pour les tristes jours d'	un peuple	infortuné, Qu'à périr avec moi vous avez condamné. ASSUERUS
Esther, 19	Je tremble. ESTHER_Esther, Seigneur, eut	un Juif	pour son père. De vos ordres sanglants vous savez la rigueur
Esther, 24	-vous le coeur ? Vous la fille d'	un Juif	? Hé quoi ? Tout ce_que j'aime, Cette_Esther, l'
Esther, 32	Que vous croyez, Seigneur, le rebut	de les humains	, D'une riche contrée autrefois souverains, Pendant_qu'ils n'adoraient
Esther, 33	Dieu, maître absolu de la terre et	de les cieux	, N'est point tel que l'erreur le figure à vos
Esther, 37	, Quand il veut, n'est qu'	un jeu	de sa main redoutable. Les Juifs à d'autres dieux osèrent
Esther, 39	osèrent s'adresser. Roi, peuples en	un jour	tout se vit disperser. Sous les Assyriens, leur triste servitude
Esther, 43	publia ses bienfaits, Regarda notre peuple avec	de les yeux	de paix, Nous rendit et nos lois, et nos fêtes
Esther, 46	place. Que n'espérions -nous point d'	un roi	si généreux ? «   Dieu regarde en pitié son peuple malheureux
Esther, 46	en pitié son peuple malheureux, Disions-nous ;	un roi	règne, ami de l'innocence.   » Partout de le
Esther, 47	. Les Juifs partout de joie en poussèrent	de les cris	. Ciel ! verra -on toujours par de cruels esprits, Des
Esther, 49	empoisonnée ? Dans le fond de la Thrace	un barbare	enfanté, Est venu dans ces lieux souffler la cruauté. Un
Esther, 57	ce ministre infidèle et barbare, Qui d'	un zèle	trompeur à vos yeux revêtu, Contre notre innocence arma votre vertu
Esther, 58	Et quel autre, grand Dieu ! qu'	un Scythe	impitoyable, Aurait de tant_d'horreurs dicté l'ordre effroyable ? Partout
Esther, 60	verra sous le nom de le plus juste	de les princes	, Un perfide étranger désoler vos provinces, Et dans ce palais
Esther, 65	de veiller sur vos jours, De rompre	de les méchants	les trames criminelles, De mettre votre trône à l'ombre de
Esther, 68	limites. Lui seul à les yeux d'	un Juif	découvrit le dessein De deux traîtres tout prêts à vous percer le
Esther, 75	premier roi. Plein_d'une juste horreur pour	un Amalécite	, Race que notre Dieu de sa bouche a maudite, Il
Esther, 75	pu fléchir les genoux, Ni lui rendre	un honneur	qu'il ne croit dû qu'à vous. De là contre
Esther, 79	un infâme trépas l'instrument exécrable. Dans	une heure	au_plus_tard ce vieillard vénérable, Des portes de le palais par son
Esther, 3	juste étonnement je demeure frappé. Les ennemis	de les Juifs	m'ont trahi, m'ont trompé. J'en atteste de
Esther, 8	le calme et la tempête. Les intérêts	de les Juifs	déjà me sont sacrés : Parlez. Vos ennemis aussitôt massacrés,
Esther, 17	ce Dieu, je l'avoue, est	un Dieu	redoutable. Mais veut -il que l'on garde une haine implacable ?
Esther, 18	redoutable. Mais veut -il que l'on garde	une haine	implacable ? C'en est fait. Mon orgueil est forcé de
Esther, 23	jette à ses pieds. Par le salut	de les Juifs	, par ces pieds que j'embrasse, Par ce sage vieillard
Esther, 23	l'honneur de votre race, Daignez d'	un roi	terrible apaiser le courroux. Sauvez Aman, qui tremble à vos
Esther, 2	mon salut et ma joie, Aux conseils	de les méchants	ton roi n'est plus en proie. Mes yeux sont dessillés
Esther, 9	de tous leurs ennemis. À l'égal	de les Persans	je veux qu'on les honore, Et que tout tremble à
Esther, 5	prenne soin de vos jours. Le péril	de les Juifs	presse, et veut un prompt secours. ASSUERUS_Oui, je t'
Esther, 7	ASSUERUS_Oui, je t'entends. Allons par	de les ordres	contraires Révoquer d'un méchant les ordres sanguinaires. ESTHER_Ô_Dieu ! Par
Esther, 19	s'est embrasé. À le péril d'	une mort	funeste Son zèle ardent s'est exposé. Elle a parlé,
Esther, 21	a fait le reste. DEUX_ISRAELITES_Esther a triomphé	de les filles	de les Persans. La nature et le ciel à l'envi
Esther, 21	reste. DEUX_ISRAELITES_Esther a triomphé de les filles	de les Persans	. La nature et le ciel à l'envi l'ont ornée
Esther, 28	? TOUTES_DEUX, ensemble. Esther a triomphé	de les filles	de les Persans. La nature et le ciel à l'envi
Esther, 28	ensemble. Esther a triomphé de les filles	de les Persans	. La nature et le ciel à l'envi l'ont ornée
Esther, 37	les monts et les mers. Rassemblez -vous	de les bouts	de l'univers. TOUT_LE_CHOEUR_Rompez vos fers, Tribus captives. Troupes
Esther, 40	les monts et les mers. Rassemblez -vous	de les bouts	de l'univers. UNE_ISRAÈLITE, seule. Je reverrai ces campagnes
Esther, 45	les monts et les mers. Rassemblez -vous	de les bouts	de l'univers. UNE_ISRAÈLITE, seule. Relevez, relevez les
Esther, 48	soit paré, Et que de le sein	de les monts	le marbre soit tiré. Liban, dépouille -toi de tes cèdres
Esther, 57	Aux torrents de plaisirs qu'il répand dans	un coeur	. Que le Seigneur est bon ! que son joug est aimable
Esther, 71	. Que l'on célèbre ses ouvrages, Au_delà	de les temps	et de les âges, Au_delà_de l'éternité. __UNDEF__ __UNDEF__ __UNDEF__
Esther, 71	ses ouvrages, Au_delà de les temps et	de les âges	, Au_delà_de l'éternité. __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__
Iphigénie, 17	fils de le puissant Atrée, Vous possédez	de les Grecs	la plus riche contrée. De le sang de Jupiter issu de
Iphigénie, 19	miracles, Recherche votre fille, et d'	un hymen	si beau Veut dans Troie embrasée allumer le flambeau. Quelle gloire
Iphigénie, 24	toujours change, Ne vous a point promis	un bonheur	sans mélange. Bientôt... Mais quels malheurs dans ce billet tracés
Iphigénie, 41	arrêter, et la rame inutile Fatigua vainement	une mer	immobile. Ce miracle inouï me fit tourner les yeux Vers la
Iphigénie, 44	par Calchas ! " Vous armez contre Troie	une puissance	vaine, Si dans un sacrifice auguste et solennel Une fille de
Iphigénie, 44	contre Troie une puissance vaine, Si dans	un sacrifice	auguste et solennel Une fille de le sang d'Hélène_De_Diane en ces
Iphigénie, 54	plein_de ma grandeur, Ces noms de roi	de les rois	, et de chef de la Grèce_Chatouillaient de mon coeur l'orgueilleuse
Iphigénie, 57	en pleurant j'ordonnai le supplice. Mais	de les bras	d'une mère il fallait l'arracher. Quel funeste artifice il
Iphigénie, 57	le supplice. Mais de les bras d'	une mère	il fallait l'arracher. Quel funeste artifice il me fallut chercher
Iphigénie, 71	la nuit arriva dans l'armée. Mais	de les noeuds	plus puissants me retiennent le bras. Ma fille qui s'approche
Iphigénie, 72	à son trépas, Qui loin de soupçonner	un arrêt	si sévère, Peut-être s'applaudit de les bontés de son père
Iphigénie, 72	un arrêt si sévère, Peut-être s'applaudit	de les bontés	de son père, Ma fille... Ce nom seul dont les
Iphigénie, 73	je plains. Je plains mille vertus,	une amour	mutuelle, Sa piété pour moi, ma tendresse pour elle,
Iphigénie, 85	Prends un fidèle guide. Si ma fille	une fois	met le pied dans l'Aulide, Elle est morte. Calchas
Iphigénie, 87	brigue et leur prétention, M'arracheront peut-être	un pouvoir	qui les blesse... Va, dis -je, sauve -la de
Iphigénie, 88	faiblesse. Mais surtout ne va point par	un zèle	indiscret Découvrir à ses yeux mon funeste secret. Que s'il
Iphigénie, 90	quel péril je l'avais exposée. D'	une mère	en fureur épargne -moi les cris, Et que ta voix s'
Iphigénie, 92	. Ajoute, tu le peux, que	de les froideurs	d'Achille_On accuse en secret cette jeune Ériphile, Que lui-même captive
Iphigénie, 3	! Seigneur, se peut -il que d'	un cours	si rapide La victoire vous ait ramené dans l'Aulide ? D'
Iphigénie, 4	vous ait ramené dans l'Aulide ? D'	un courage	naissant sont -ce là les essais ? Quels triomphes suivront de si
Iphigénie, 9	le ciel, qui nous arrête, Ouvrir	un champ	plus noble à ce coeur excité Par le prix glorieux dont vous
Iphigénie, 10	, que faut -il que je croie D'	un bruit	qui me surprend, et me comble de joie ? Daignez -vous
Iphigénie, 12	le succès de mes voeux ? Et bientôt	de les mortels	suis -je le_plus heureux ? On dit qu'Iphigénie en ces lieux
Iphigénie, 25	nous menacent tous ? Ô ciel ! Pour	un hymen	quel temps choisissez -vous ? Tandis_qu'à nos vaisseaux la mer toujours
Iphigénie, 26	l'armée, Tandis_que pour fléchir l'inclémence	de les dieux	Il faut de le sang peut-être, et de le plus précieux
Iphigénie, 27	la crainte publique, Et que le chef	de les Grecs	, irritant les destins, Préparât d'un hymen la pompe et
Iphigénie, 27	Grecs, irritant les destins, Préparât d'	un hymen	la pompe et les festins ? Ah Seigneur ! est -ce ainsi_que
Iphigénie, 28	-ce ainsi_que votre âme attendrie Plaint le malheur	de les Grecs	, et chérit la patrie ? ACHILLE. Dans les champs phrygiens
Iphigénie, 32	étaler votre zèle. Vous pouvez à_loisir faire	de les voeux	pour elle. Remplissez les autels d'offrandes et de sang.
Iphigénie, 35	vous-même interrogez le flanc. De le silence	de les vents	demandez -leur la cause. Mais moi, qui de ce soin
Iphigénie, 37	dieux ne sauraient s'irriter. Transporté d'	une ardeur	qui ne peut être oisive, Je rejoindrai bientôt les Grecs sur
Iphigénie, 56	. Mais on sait que pour prix d'	un triomphe	si beau Ils ont à les champs troyens marqué votre tombeau,
Iphigénie, 58	Ainsi pour vous venger tant_de rois assemblés D'	un opprobre	éternel retourneront comblés. Et Pâris couronnant son insolente flamme Retiendra sans
Iphigénie, 67	doute point, cette jeune beauté Garde en_vain	un secret	que trahit sa fierté, Et son silence même accusant sa noblesse
Iphigénie, 70	. Vous lisez de_trop loin dans le secret	de les dieux	. Moi, je m'arrêterais à de vaines menaces ? Et
Iphigénie, 75	la terre inutile fardeau, Trop avare d'	un sang	reçu d'une déesse, Attendre chez mon père une obscure vieillesse
Iphigénie, 75	, Trop avare d'un sang reçu d'	une déesse	, Attendre chez mon père une obscure vieillesse, Et toujours de
Iphigénie, 82	sort, courons où la valeur Nous promet	un destin	aussi grand que le leur. C'est à Troie, et
Iphigénie, 84	Je ne demande à les dieux, qu'	un vent	qui m'y conduise. Et quand moi seul enfin il faudrait
Iphigénie, 88	ne vous presse plus_d'approuver les transports D'	un amour	, qui m'allait éloigner de ces bords : Ce même amour
Iphigénie, 11	est -ce quelque murmure ? Croirai -je qu'	une nuit	a pu vous ébranler ? Est -ce donc votre coeur qui vient
Iphigénie, 15	les Grecs consulté chaque jour Leur a prédit	de les vents	l'infaillible retour. À ses prédictions si l'effet est contraire
Iphigénie, 17	les Grecs frustrés de leur victime Peut permettre	un courroux	, qu'ils croiront légitime ? Gardez -vous de réduire un peuple
Iphigénie, 18	ils croiront légitime ? Gardez -vous de réduire	un peuple	furieux, Seigneur, à prononcer entre vous, et les dieux
Iphigénie, 14	nouvelle est semée, Et déjà de soldats	une foule	charmée, Surtout_d'_Iphigénie admirant la beauté, Pousse à le ciel mille
Iphigénie, 16	si_jamais les dieux Ne mirent sur le trône	un roi	plus glorieux, Également comblé de leurs faveurs secrètes, Jamais père
Iphigénie, 3	pouvais, libre dans mon malheur, Par	de les larmes	au_moins soulager ma douleur ! Triste destin de les rois ! esclaves
Iphigénie, 4	larmes au_moins soulager ma douleur ! Triste destin	de les rois	! esclaves que nous sommes Et de les rigueurs de le sort
Iphigénie, 4	les rois ! esclaves que nous sommes Et	de les rigueurs	de le sort, et de les discours de les hommes.
Iphigénie, 4	de les rigueurs de le sort, et	de les discours	de les hommes. Nous nous voyons sans_cesse assiégés de témoins,
Iphigénie, 4	de le sort, et de les discours	de les hommes	. Nous nous voyons sans_cesse assiégés de témoins, Et les plus
Iphigénie, 13	-vous de répandre Des pleurs que vous arrache	un intérêt	si tendre. Pleurez ce sang, pleurez. Ou plutôt sans
Iphigénie, 17	qui s'en va devenir L'éternel entretien	de les siècles	à venir. AGAMEMNON. Seigneur, de mes efforts je connais
Iphigénie, 22	funeste mystère, Laissez-moi de l'autel écarter	une mère	. ERIPHILE. Ne les contraignons point, Doris, retirons -nous
Iphigénie, 2	retirons -nous, Laissons-les dans les bras d'	un père	et d'un époux, Et tandis_qu'à l'envi leur amour
Iphigénie, 2	dans les bras d'un père et d'	un époux	, Et tandis_qu'à l'envi leur amour se déploie, Mettons
Iphigénie, 4	vos douleurs, Croirez-vous ne plus voir que	de les sujets	de pleurs ? Je sais que tout déplaît à les yeux d'
Iphigénie, 5	sais que tout déplaît à les yeux d'	une captive	, Qu'il n'est point dans les fers de plaisir qui
Iphigénie, 9	Maintenant tous vous rit. L'aimable Iphigénie_D'	une amitié	sincère avec vous est unie. Elle vous plaint, vous voit
Iphigénie, 10	. Elle vous plaint, vous voit avec	de les yeux	de soeur, Et vous seriez dans Troie avec moins_de douceur.
Iphigénie, 12	vous voit arriver avec elle. Cependant par	un sort	que je ne conçois pas, Votre douleur redouble, et croît
Iphigénie, 14	que la triste Ériphile_Doive être de leur joie	un témoin	si tranquille ? Crois -tu que mes chagrins doivent s'évanouir À
Iphigénie, 15	chagrins doivent s'évanouir À l'aspect d'	un bonheur	, dont je ne puis jouir ? Je vois Iphigénie entre les
Iphigénie, 16	? Je vois Iphigénie entre les bras d'	un père	. Elle fait tout l'orgueil d'une superbe mère. Et
Iphigénie, 18	nouveaux dangers, Remise dès l'enfance en	de les bras	étrangers, Je reçus, et je vois le jour que je
Iphigénie, 24	se plaît à se cacher. Toujours avec	un sens	il en présente un autre. En perdant un faux nom vous
Iphigénie, 33	efforts. Ton père enseveli dans la foule	de les morts	, Me laisse dans les fers à moi-même inconnue. Et de
Iphigénie, 34	, dont j'étais prévenue, Vile esclave	de les Grecs	, je n'ai pu conserver Que la fierté d'un sang
Iphigénie, 34	n'ai pu conserver Que la fierté d'	un sang	, que je ne puis prouver. DORIS. Ah ! que
Iphigénie, 36	. Ah ! que perdant, Madame,	un témoin	si fidèle, La main qui vous l'ôta vous doit sembler
Iphigénie, 38	Calchas si renommé, Qui de les secrets	de les dieux	fut toujours informé. Le ciel souvent lui parle. Instruit par
Iphigénie, 43	en épousant Achille_Vous va sous son appui présenter	un asile	. Elle vous l'a promis, et juré devant moi,
Iphigénie, 55	, Cet_Achille l'auteur de tes maux et	de les miens	, Dont la sanglante main m'enleva prisonnière, Qui m'arracha
Iphigénie, 55	m'enleva prisonnière, Qui m'arracha d'	un coup	ma naissance et ton père, De qui jusques à le nom
Iphigénie, 59	! ERIPHILE. Je me flattais sans_cesse Qu'	un silence	éternel cacherait ma faiblesse. Mais mon coeur trop pressé m'arrache
Iphigénie, 60	m'arrache ce discours, Et te parle	une fois	, pour se taire toujours. Ne me demande point sur quel
Iphigénie, 63	malheurs. Le ciel s'est fait sans_doute	une joie	inhumaine À rassembler sur moi tous les traits de sa haine.
Iphigénie, 66	la clarté ; Et me voyant presser d'	un bras	ensanglanté, Je frémissais, Doris, et d'un vainqueur sauvage
Iphigénie, 66	, Je frémissais, Doris, et d'	un vainqueur	sauvage Craignais de rencontrer l'effroyable visage. J'entrai dans son
Iphigénie, 74	offre à me protéger, Et me tend	une main	prompte à me soulager : Triste effet de les fureurs dont je
Iphigénie, 74	main prompte à me soulager : Triste effet	de les fureurs	dont je suis tourmentée ! Je n'accepte la main qu'elle
Iphigénie, 78	tourments que vous venez chercher, Et combattre	de les feux	contraints de se cacher ? ERIPHILE. Je le voulais, Doris
Iphigénie, 86	. Je périrai, Doris, et par	une mort	prompte Dans la nuit de le tombeau j'enfermerai ma honte,
Iphigénie, 86	tombeau j'enfermerai ma honte, Sans chercher	de les parents	si longtemps ignorés, Et que ma folle amour a trop déshonorés
Iphigénie, 19	AGAMEMNON. Vous méritiez, ma fille,	un père	plus heureux. IPHIGÉNIE. Quelle félicité peut manquer à vos voeux
Iphigénie, 22	à vos voeux ? À de_plus grands honneurs	un roi	peut -il prétendre ? J'ai cru n'avoir à le ciel
Iphigénie, 23	ai cru n'avoir à le ciel que	de les grâces	à rendre. AGAMEMNON. Grands dieux ! à son malheur dois
Iphigénie, 33	temps sont changés aussi_bien_que les lieux. D'	un soin	cruel ma joie est ici combattue. IPHIGÉNIE. Hé ! mon
Iphigénie, 37	. N'osez -vous sans rougir être père	un moment	? Vous n'avez devant vous qu'une jeune princesse, À
Iphigénie, 52	. Sa perte à ses vainqueurs coûtera bien	de les larmes	. IPHIGÉNIE. Les dieux daignent surtout prendre soin de vos jours
Iphigénie, 56	vos jours. AGAMEMNON. Les dieux depuis	un temps	me sont cruels et sourds. IPHIGÉNIE. Calchas, dit -on
Iphigénie, 4	me sens frissonner. Je crains malgré moi-même	un malheur	que j'ignore. Justes dieux, vous savez pour qui je
Iphigénie, 8	pas même en naissant Peut-être reçu d'eux	un regard	caressant ? Du_moins si vos respects sont rejetés d'un père,
Iphigénie, 9	? Du_moins si vos respects sont rejetés d'	un père	, Vous en pouvez gémir dans le sein d'une mère.
Iphigénie, 9	Vous en pouvez gémir dans le sein d'	une mère	. Et de quelque disgrâce enfin que vous pleuriez, Quels pleurs
Iphigénie, 10	enfin que vous pleuriez, Quels pleurs par	un amant	ne sont point essuyés ? IPHIGÉNIE. Je ne m'en défends
Iphigénie, 16	de ces bords ne pouvaient arracher, Qu'	un père	de si loin m'ordonne de chercher, S'empresse -il assez
Iphigénie, 16	, S'empresse -il assez pour jouir d'	une vue	Qu'avec tant_de transports je croyais attendue ? Pour moi, depuis
Iphigénie, 17	, Je l'attendais partout, et d'	un regard	timide Sans_cesse parcourant les chemins de l'Aulide, Mon coeur pour
Iphigénie, 19	prévenue. Je n'ai percé qu'à_peine	une foule	inconnue. Lui seul ne paraît point. Le triste Agamemnon_Semble craindre
Iphigénie, 25	les soins de la guerre auraient -ils en	un jour	Éteint dans tous les coeurs la tendresse et l'amour ? Mais
Iphigénie, 30	qu'il y vole, Et satisfait d'	un prix	qui lui semble si doux, Il veut même y porter le
Iphigénie, 4	revoir à regret. À les affronts d'	un refus	craignant de vous commettre, Il m'avait par Arcas envoyé cette
Iphigénie, 6	rendre en ce même moment. Sauvons encore	un coup	notre gloire offensée. Pour votre hymen Achille a changé de pensée
Iphigénie, 12	Vous donnait avec joie à le fils d'	une déesse	. Mais puisque désormais son lâche repentir Dément le sang de les
Iphigénie, 13	puisque désormais son lâche repentir Dément le sang	de les dieux	, dont on le fait sortir, Ma fille, c'est
Iphigénie, 13	de ne voir en lui que le dernier	de les hommes	. Lui ferons -nous penser par un plus long séjour, Que
Iphigénie, 15	coeur attendent le retour ? Rompons avec plaisir	un hymen	qu'il diffère. J'ai fait de mon dessein avertir votre
Iphigénie, 9	m'entendre. Le sort injurieux me ravit	un époux	. Madame, à mon malheur m'abandonnerez -vous ? Vous ne
Iphigénie, 18	avertir ? ERIPHILE. D'Argos, dans	un moment	, vous reprenez la route. IPHIGÉNIE. Un moment quelquefois éclaircit
Iphigénie, 27	perfidie ? Moi j'aimerais, Madame,	un vainqueur	furieux, Qui toujours tout sanglant se présente à mes yeux,
Iphigénie, 40	les voeux intéressés, Et la perte d'	un coeur	, que vous me ravissez. Mais que sans m'avertir de
Iphigénie, 43	-il pardonner ? ERIPHILE. Vous me donnez	de les noms	qui doivent me surprendre, Madame. On ne m'a pas
Iphigénie, 46	encor les avaient épargnés. Mais il faut	de les amants	excuser l'injustice. Et de quoi vouliez -vous que je vous
Iphigénie, 48	penser qu'à le sang d'Agamemnon_Achille préférât	une fille	sans nom, Qui de tout son destin ce_qu'elle a pu
Iphigénie, 48	comprendre, C'est qu'elle sort d'	un sang	qu'il brûle de répandre ? IPHIGÉNIE. Vous triomphez, cruelle
Iphigénie, 3	veillé -je ? Ou n'est -ce point	un songe	? Dans quel trouble nouveau cette fuite me plonge ! Madame,
Iphigénie, 6	vous pourra se présenter. Mais si d'	un ennemi	vous souffrez la prière, Si lui-même souvent a plaint sa prisonnière
Iphigénie, 9	savez -vous pas ? Vous, qui depuis	un mois	brûlant sur_ce rivage, Avez conclu vous-même, et hâté leur voyage
Iphigénie, 11	ACHILLE. De ce même rivage absent depuis	un mois	, Je le revis hier pour la première fois. ERIPHILE.
Iphigénie, 20	commis ? Mais je ne vois partout que	de les yeux	ennemis. Que dis -je ? En ce moment Calchas, Nestor
Iphigénie, 26	de l'armée ? Entrons. C'est	un secret	qu'il leur faut arracher. ERIPHILE. Dieux, qui voyez
Iphigénie, 6	est tout prêt d'éclater. J'ai	de les yeux	. Leur bonheur n'est pas encor tranquille. On trompe Iphigénie
