Reference	LeftContext	Pivot	RightContext
Esther, 32	Que vous croyez, Seigneur, le rebut	de les humains	, D'une riche contrée autrefois souverains, Pendant_qu'ils n'adoraient
Esther, 33	Dieu, maître absolu de la terre et	de les cieux	, N'est point tel que l'erreur le figure à vos
Esther, 43	publia ses bienfaits, Regarda notre peuple avec	de les yeux	de paix, Nous rendit et nos lois, et nos fêtes
Esther, 47	. Les Juifs partout de joie en poussèrent	de les cris	. Ciel ! verra -on toujours par de cruels esprits, Des
Esther, 60	verra sous le nom de le plus juste	de les princes	, Un perfide étranger désoler vos provinces, Et dans ce palais
Esther, 65	de veiller sur vos jours, De rompre	de les méchants	les trames criminelles, De mettre votre trône à l'ombre de
Esther, 3	juste étonnement je demeure frappé. Les ennemis	de les Juifs	m'ont trahi, m'ont trompé. J'en atteste de
Esther, 8	le calme et la tempête. Les intérêts	de les Juifs	déjà me sont sacrés : Parlez. Vos ennemis aussitôt massacrés,
Esther, 23	jette à ses pieds. Par le salut	de les Juifs	, par ces pieds que j'embrasse, Par ce sage vieillard
Esther, 2	mon salut et ma joie, Aux conseils	de les méchants	ton roi n'est plus en proie. Mes yeux sont dessillés
Esther, 9	de tous leurs ennemis. À l'égal	de les Persans	je veux qu'on les honore, Et que tout tremble à
Esther, 5	prenne soin de vos jours. Le péril	de les Juifs	presse, et veut un prompt secours. ASSUERUS_Oui, je t'
Esther, 7	ASSUERUS_Oui, je t'entends. Allons par	de les ordres	contraires Révoquer d'un méchant les ordres sanguinaires. ESTHER_Ô_Dieu ! Par
Esther, 21	a fait le reste. DEUX_ISRAELITES_Esther a triomphé	de les filles	de les Persans. La nature et le ciel à l'envi
Esther, 21	reste. DEUX_ISRAELITES_Esther a triomphé de les filles	de les Persans	. La nature et le ciel à l'envi l'ont ornée
Esther, 28	? TOUTES_DEUX, ensemble. Esther a triomphé	de les filles	de les Persans. La nature et le ciel à l'envi
Esther, 28	ensemble. Esther a triomphé de les filles	de les Persans	. La nature et le ciel à l'envi l'ont ornée
Esther, 37	les monts et les mers. Rassemblez -vous	de les bouts	de l'univers. TOUT_LE_CHOEUR_Rompez vos fers, Tribus captives. Troupes
Esther, 40	les monts et les mers. Rassemblez -vous	de les bouts	de l'univers. UNE_ISRAÈLITE, seule. Je reverrai ces campagnes
Esther, 45	les monts et les mers. Rassemblez -vous	de les bouts	de l'univers. UNE_ISRAÈLITE, seule. Relevez, relevez les
Esther, 48	soit paré, Et que de le sein	de les monts	le marbre soit tiré. Liban, dépouille -toi de tes cèdres
Esther, 71	. Que l'on célèbre ses ouvrages, Au_delà	de les temps	et de les âges, Au_delà_de l'éternité. __UNDEF__ __UNDEF__ __UNDEF__
Esther, 71	ses ouvrages, Au_delà de les temps et	de les âges	, Au_delà_de l'éternité. __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__
Iphigénie, 17	fils de le puissant Atrée, Vous possédez	de les Grecs	la plus riche contrée. De le sang de Jupiter issu de
Iphigénie, 54	plein_de ma grandeur, Ces noms de roi	de les rois	, et de chef de la Grèce_Chatouillaient de mon coeur l'orgueilleuse
Iphigénie, 57	en pleurant j'ordonnai le supplice. Mais	de les bras	d'une mère il fallait l'arracher. Quel funeste artifice il
Iphigénie, 71	la nuit arriva dans l'armée. Mais	de les noeuds	plus puissants me retiennent le bras. Ma fille qui s'approche
Iphigénie, 72	un arrêt si sévère, Peut-être s'applaudit	de les bontés	de son père, Ma fille... Ce nom seul dont les
Iphigénie, 92	. Ajoute, tu le peux, que	de les froideurs	d'Achille_On accuse en secret cette jeune Ériphile, Que lui-même captive
Iphigénie, 12	le succès de mes voeux ? Et bientôt	de les mortels	suis -je le_plus heureux ? On dit qu'Iphigénie en ces lieux
Iphigénie, 26	l'armée, Tandis_que pour fléchir l'inclémence	de les dieux	Il faut de le sang peut-être, et de le plus précieux
Iphigénie, 27	la crainte publique, Et que le chef	de les Grecs	, irritant les destins, Préparât d'un hymen la pompe et
Iphigénie, 28	-ce ainsi_que votre âme attendrie Plaint le malheur	de les Grecs	, et chérit la patrie ? ACHILLE. Dans les champs phrygiens
Iphigénie, 32	étaler votre zèle. Vous pouvez à_loisir faire	de les voeux	pour elle. Remplissez les autels d'offrandes et de sang.
Iphigénie, 35	vous-même interrogez le flanc. De le silence	de les vents	demandez -leur la cause. Mais moi, qui de ce soin
Iphigénie, 70	. Vous lisez de_trop loin dans le secret	de les dieux	. Moi, je m'arrêterais à de vaines menaces ? Et
Iphigénie, 15	les Grecs consulté chaque jour Leur a prédit	de les vents	l'infaillible retour. À ses prédictions si l'effet est contraire
Iphigénie, 3	pouvais, libre dans mon malheur, Par	de les larmes	au_moins soulager ma douleur ! Triste destin de les rois ! esclaves
Iphigénie, 4	larmes au_moins soulager ma douleur ! Triste destin	de les rois	! esclaves que nous sommes Et de les rigueurs de le sort
Iphigénie, 4	les rois ! esclaves que nous sommes Et	de les rigueurs	de le sort, et de les discours de les hommes.
Iphigénie, 4	de les rigueurs de le sort, et	de les discours	de les hommes. Nous nous voyons sans_cesse assiégés de témoins,
Iphigénie, 4	de le sort, et de les discours	de les hommes	. Nous nous voyons sans_cesse assiégés de témoins, Et les plus
Iphigénie, 17	qui s'en va devenir L'éternel entretien	de les siècles	à venir. AGAMEMNON. Seigneur, de mes efforts je connais
Iphigénie, 4	vos douleurs, Croirez-vous ne plus voir que	de les sujets	de pleurs ? Je sais que tout déplaît à les yeux d'
Iphigénie, 10	. Elle vous plaint, vous voit avec	de les yeux	de soeur, Et vous seriez dans Troie avec moins_de douceur.
Iphigénie, 18	nouveaux dangers, Remise dès l'enfance en	de les bras	étrangers, Je reçus, et je vois le jour que je
Iphigénie, 33	efforts. Ton père enseveli dans la foule	de les morts	, Me laisse dans les fers à moi-même inconnue. Et de
Iphigénie, 34	, dont j'étais prévenue, Vile esclave	de les Grecs	, je n'ai pu conserver Que la fierté d'un sang
Iphigénie, 38	Calchas si renommé, Qui de les secrets	de les dieux	fut toujours informé. Le ciel souvent lui parle. Instruit par
Iphigénie, 55	, Cet_Achille l'auteur de tes maux et	de les miens	, Dont la sanglante main m'enleva prisonnière, Qui m'arracha
Iphigénie, 74	main prompte à me soulager : Triste effet	de les fureurs	dont je suis tourmentée ! Je n'accepte la main qu'elle
Iphigénie, 78	tourments que vous venez chercher, Et combattre	de les feux	contraints de se cacher ? ERIPHILE. Je le voulais, Doris
Iphigénie, 86	tombeau j'enfermerai ma honte, Sans chercher	de les parents	si longtemps ignorés, Et que ma folle amour a trop déshonorés
Iphigénie, 23	ai cru n'avoir à le ciel que	de les grâces	à rendre. AGAMEMNON. Grands dieux ! à son malheur dois
Iphigénie, 52	. Sa perte à ses vainqueurs coûtera bien	de les larmes	. IPHIGÉNIE. Les dieux daignent surtout prendre soin de vos jours
Iphigénie, 13	puisque désormais son lâche repentir Dément le sang	de les dieux	, dont on le fait sortir, Ma fille, c'est
Iphigénie, 13	de ne voir en lui que le dernier	de les hommes	. Lui ferons -nous penser par un plus long séjour, Que
Iphigénie, 43	-il pardonner ? ERIPHILE. Vous me donnez	de les noms	qui doivent me surprendre, Madame. On ne m'a pas
Iphigénie, 46	encor les avaient épargnés. Mais il faut	de les amants	excuser l'injustice. Et de quoi vouliez -vous que je vous
Iphigénie, 20	commis ? Mais je ne vois partout que	de les yeux	ennemis. Que dis -je ? En ce moment Calchas, Nestor
Iphigénie, 6	est tout prêt d'éclater. J'ai	de les yeux	. Leur bonheur n'est pas encor tranquille. On trompe Iphigénie
Iphigénie, 35	? AGAMEMNON. Madame, à le nom	de les dieux	auteurs de notre race, Daignez à mon amour accorder cette grâce
Iphigénie, 11	le ciel au_gré_de mon amour, Dût encore	de les vents	retarder le retour, Que je quitte à regret la rive fortunée
Iphigénie, 19	non content d'effrayer les mortels, À	de les embrasements	ne borne point sa gloire, Laisse à les pleurs d'une
Iphigénie, 21	formé. ERIPHILE. Oui, Seigneur,	de les douleurs	soulagez la plus vive. La guerre dans Lesbos me fit votre
Iphigénie, 35	suivre. Venez, qu'à les yeux	de les Grecs_Achille	vous délivre ; Et que le doux moment de ma félicité Soit
Iphigénie, 69	a conduite à la mort. Ira -elle	de les dieux	implorant la justice Embrasser leurs autels parés pour son supplice ? Elle
Iphigénie, 33	ce jour Je n'ai jamais reçu que	de les marques	d'amour. Mon coeur dans ce respect élevé dès l'enfance
Iphigénie, 19	ma fille ? IPHIGÉNIE. À le nom	de les dieux	, Madame, retenez un amant furieux. De ce triste entretien
Iphigénie, 23	. On ne connaît que trop la fierté	de les Atrides	. Laissez parler, Seigneur, de les bouches plus timides.
Iphigénie, 24	les Atrides. Laissez parler, Seigneur,	de les bouches	plus timides. Surpris, n'en doutez point, de mon
Iphigénie, 33	sien. Je perds trop de moments en	de les discours	frivoles. Il faut de les actions, et non pas de
Iphigénie, 34	en de les discours frivoles. Il faut	de les actions	, et non pas de les paroles. À Clystemnestre. Madame
Iphigénie, 34	faut de les actions, et non pas	de les paroles	. À Clystemnestre. Madame, à vous servir je vais tout
Iphigénie, 12	. Ce héros si terrible à le reste	de les humains	, Qui ne connaît de pleurs que ceux qu'il fait répandre
Iphigénie, 12	un fidèle discours, Suça même le sang	de les lions	et de les ours, Pour elle de la crainte a fait
Iphigénie, 12	Suça même le sang de les lions et	de les ours	, Pour elle de la crainte a fait l'apprentissage : Elle
Iphigénie, 21	ce_qu'on fait pour elle ? On supprime	de les dieux	la sentence mortelle ; Et quoique le bûcher soit déjà préparé,
Iphigénie, 33	tout ce qui se passe Je ne coure	de les dieux	divulguer la menace, Et publier partout les complots criminels, Qu'
Iphigénie, 46	Et pour troubler un hymen odieux, Consultons	de les fureurs	qu'autorisent les dieux. CLYTEMNESTRE. Ægine, tu le vois
Iphigénie, 18	plaisir je me faisais conter Tous les noms	de les pays	que vous allez dompter ; Et déjà d'Ilion présageant la conquête
Iphigénie, 32	. J'ignore pour quel crime La colère	de les dieux	demande une victime. Mais ils vous ont nommée. Un oracle
Iphigénie, 39	l'on me fit souscrire. Sur l'intérêt	de les Grecs	vous l'aviez emporté. Je vous sacrifiais mon rang, ma
Iphigénie, 60	yeux une fausse tristesse ? Pensez -vous par	de les pleurs	prouver votre tendresse ? Où sont -ils ces combats que vous avez
Iphigénie, 79	, et son honneur blessé Sont les moindres	de les soins	, dont vous êtes pressé. Cette soif de régner, que
Iphigénie, 18	le puis -je croire ? Qu'on ose	de les fureurs	avouer la plus noire ? Vous pensez qu'approuvant vos desseins odieux
Iphigénie, 32	vous. On ne m'abuse point par	de les promesses	vaines. Tant_qu'un reste de sang coulera dans mes veines,
Iphigénie, 52	prédite à leur fils ? Jamais vaisseaux partis	de les rives	de le Scamandre_Aux champs thessaliens osèrent -ils descendre ? Et jamais dans
Iphigénie, 56	vous êtes, Pour vous, à qui	de les Grecs	moi seul je ne dois rien, Vous, que j'ai
Iphigénie, 72	, à mes ordres soumis, Se couvrir	de les lauriers	qui vous furent promis, Et par d'heureux exploits forçant la
Iphigénie, 17	de son sang arrosés ? Je veux fléchir	de les dieux	la puissance suprême. Ah ! quels dieux me seraient plus cruels
Iphigénie, 8	je succombe enfin. Je reconnais l'effet	de les tendresses	d'Achille. Je n'emporterai point une rage inutile. Plus_de
Iphigénie, 3	à ma mère, Ægine, il faut	de les dieux	apaiser la colère. Pour ce sang malheureux qu'on veut leur
Iphigénie, 11	me secondez ? Ce n'est que par	de les pleurs	que vous me répondez. Vous fiez -vous encore à de si
Iphigénie, 29	stérile pour vous. Telle est la loi	de les dieux	à mon père dictée. En_vain sourd à Calchas il l'avait
Iphigénie, 31	il l'avait rejetée. Par la bouche	de les Grecs	contre moi conjurés, Leurs ordres éternels se sont trop déclarés.
Iphigénie, 38	, Faites pleurer ma mort à les veuves	de les Troyens	. Je meurs dans cet espoir satisfaite, et tranquille. Si
Iphigénie, 41	Adieu, Prince, vivez, digne race	de les dieux	. ACHILLE. Non, je ne reçois point vos funestes adieux
Iphigénie, 57	il prétend me voler. Ne fait -il	de les serments	que pour les violer ? Vous-même, que retient un devoir si
Iphigénie, 65	! épargnez la triste Iphigénie. Asservie à	de les lois	que j'ai dû respecter, C'est déjà trop pour moi
Iphigénie, 75	mains détruit et renversé, Dans le sang	de les bourreaux	nagera dispersé. Et si dans les horreurs de ce désordre extrême
Iphigénie, 80	, et mon effroi, Et lance ici	de les traits	, qui n'accablent que moi. CLYTEMNESTRE. Oui, je
Iphigénie, 28	Seule à me retenir vainement obstinée, Par	de les soldats	peut-être indignement traînée, Présenter, pour tout fruit d'un déplorable
Iphigénie, 18	vaisseaux, Mer, tu n'ouvriras pas	de les abîmes	nouveaux ? Quoi ! lorsque les chassant de le port qui les
Iphigénie, 5	moment exauce vos prières. Il a brisé	de les Grecs	les trop faibles barrières. Achille est à l'autel. Calchas
Iphigénie, 11	ose l'avouer, Pour détourner ses yeux	de les meurtres	qu'il présage, Ou pour cacher ses pleurs, s'est
Mithridate, 5	combat tout son camp dispersé Dans la foule	de les morts	en fuyant l'a laissé, Et j'ai su qu'un
Mithridate, 12	acheter le débris. Je sais en lui	de les ans	respecter l'avantage. Et content de les États marqués pour mon
Mithridate, 13	les ans respecter l'avantage. Et content	de les États	marqués pour mon partage, Je verrai sans regret tomber entre ses
Mithridate, 13	ses mains Tout ce_que lui promet l'amitié	de les Romains	. ARBATE. L'amitié de les Romains ? Le fils de
Mithridate, 15	de les Romains. ARBATE. L'amitié	de les Romains	? Le fils de Mithridate, Seigneur ? Est -il bien vrai
Mithridate, 38	offrir à ses beautés Un hymen, et	de les voeux	dignes d'être écoutés, Il crut que sans prétendre une plus
Mithridate, 40	diadème. Juge de mes douleurs, quand	de les bruits	trop certains, M'annoncèrent de le roi l'amour, et
Mithridate, 41	ce temps odieux, Qu'à les offres	de les Romains	ma mère ouvrit les yeux, Ou pour venger sa foi par
Mithridate, 48	libre, et l'est encore. Et	de les rives	de Pont, à les rives de le Bosphore_Tout reconnut mon père
Mithridate, 67	choisir quel parti tu dois prendre, Qui	de les deux	te paraît plus digne de ta foi, L'esclave de les
Mithridate, 67	plus digne de ta foi, L'esclave	de les Romains	, ou le fils de ton roi. Fier de leur amitié
Mithridate, 79	Bosphore en vos mains, Ira jouir ailleurs	de les bontés	de les Romains. XIPHARÈS. Que ne devrai -je point à
Mithridate, 79	mains, Ira jouir ailleurs de les bontés	de les Romains	. XIPHARÈS. Que ne devrai -je point à cette ardeur extrême
Mithridate, 67	. Un mot. MONIME. Défendez -moi	de les fureurs	de Pharnace. Pour me faire, Seigneur, consentir à vous
Mithridate, 10	l'autel vous y pouvez monter, Souveraine	de les mers	, qui vous doivent porter. MONIME. Seigneur, tant_de bontés
Mithridate, 19	vertu chez les Grecs mit à le dessus	de les rois	. Mithridate me vit. Éphèse et l'Ionie_À son heureux empire
Mithridate, 35	mains, En épousant en vous l'allié	de les Romains	. PHARNACE. Que parlez -vous de Rome, et de son
Mithridate, 57	nous et nos États, Qu'à contraindre	de les coeurs	, qui ne se donnent pas. PHARNACE. Il sait vos
Mithridate, 11	demande un autre temps. Nous avons aujourd'hui	de les soins	plus importants. Mithridate revient, peut-être inexorable. Plus il est
Mithridate, 25	. Songez -y. Vous avez la faveur	de les soldats	, Et j'aurai de les secours que je n'explique pas
Mithridate, 25	faveur de les soldats, Et j'aurai	de les secours	que je n'explique pas. M'en croirez -vous ? Courons
Mithridate, 26	savais pas que pour moi plein_de feux Xipharès	de les mortels	fût le_plus amoureux. PHOEDIME. Il vous aime, Madame !
Mithridate, 4	père qui vous aime. Vous avez cru	de les bruits	que j'ai semés moi-même. Je vous crois innocents puisque vous
Mithridate, 9	le pied de le Caucase, Bientôt dans	de les vaisseaux	sur l'Euxin préparés J'ai rejoint de mon camp les restes
Mithridate, 10	quels malheurs poussé dans le Bosphore_J'y trouve	de les malheurs	qui m'attendaient encore. Toujours de le même amour tu me
Mithridate, 12	et de guerre affamé, Malgré le faix	de les ans	et de le sort qui m'opprime, Traîne partout l'amour
Mithridate, 59	longtemps soigneux de me déplaire, Qui toujours	de les Romains	admirateur secret Ne s'est jamais contre eux déclaré qu'à regret
Mithridate, 18	de nouvelles conquêtes Quand je ne verrais pas	de les routes	toutes prêtes, Quand le sort ennemi m'aurait jeté plus bas
Mithridate, 36	écoutez. Je vous jette pour lui dans	de les craintes	nouvelles. Mais il jouira peu_de vos pleurs infidèles, Madame,
Mithridate, 14	même tendresse, Que sais -je ? à	de les fureurs	, dont mon coeur outragé Ne se repentirait qu'après s'être
Mithridate, 19	, et n'ose se venger. Mais	de les fureurs	de le roi que puis -je enfin juger ? Il se plaint
Mithridate, 30	, Sans_doute c'est pour moi le comble	de les malheurs	. Mais dans mon désespoir je cherche à les accroître. Madame
Mithridate, 79	importe, il me faut obéir. Inventez	de les raisons	qui puissent l'éblouir. D'un héros tel que vous c'
Mithridate, 13	enrichit de nos pertes. De les biens	de les nations	ravisseurs altérés, Le bruit de nos trésors les a tous attirés
Mithridate, 28	ma vengeance, et jusque dans la Grèce_Par	de les ambassadeurs	accuser ma paresse. Ils savent que sur eux prêt à se
Mithridate, 34	gladiateur, S'ils suivent à le combat	de les brigands	qui les vengent, De quelle noble ardeur pensez -vous qu'ils
Mithridate, 47	. Je sais où je lui dois trouver	de les défenseurs	. Je veux que d'ennemis partout enveloppée Rome rappelle en_vain le
Mithridate, 49	le secours de Pompée. Le Parthe,	de les Romains	comme moi la terreur, Consent de succéder à ma juste fureur
Mithridate, 62	jamais un plus hardi dessein Ne mit à	de les vaincus	les armes à la main. Surtout j'admire en vous ce
Mithridate, 65	à cette extrémité ? Pourquoi tenter si loin	de les courses	inutiles Quand vos États encor vous offrent tant_d'asiles, Et vouloir
Mithridate, 65	vous offrent tant_d'asiles, Et vouloir affronter	de les travaux	infinis, Dignes plutôt d'un chef de malheureux bannis, Que
Mithridate, 73	Parthe embrasser les genoux, Sans vous-même implorer	de les rois	moindres que vous, Ne pourrions -nous pas prendre une plus sûre
Mithridate, 80	se fie à les Romains, et subisse	de les lois	Dont il a quarante ans défendu tous les rois ? Continuez,
Mithridate, 14	, Ou dont le désespoir me troublant par	de les fables	, Grossit pour se sauver le nombre de les coupables ? Non
Mithridate, 14	fables, Grossit pour se sauver le nombre	de les coupables	? Non, ne l'en croyons point. Et sans trop
Mithridate, 27	ingrate ? Voyons, qui son amour accusera	de les deux	. S'il n'est digne de moi, le piège est
Mithridate, 15	, qui me fut déniée, Vous fasse	de les Romains	devenir l'alliée. Mon trône vous est dû. Loin de
Mithridate, 27	chérit, que j'aime, L'ennemi	de les Romains	, l'héritier, et l'appui D'un empire et d'
Mithridate, 8	armée. Perfide, je te veux porter	de les coups	certains, Il faut, pour te mieux perdre, écarter les
Mithridate, 8	plus rebelles, Ne garder près_de moi que	de les troupes	fidèles. Allons. Mais sans montrer un visage offensé, Dissimulons
Mithridate, 2	. MONIME. Phoedime, à le nom	de les dieux	, fais ce_que je désire. Va voir ce qui se passe
Mithridate, 8	d'où vient qu'il diffère À seconder	de les voeux	qu'autorise son père ? Son père en me quittant me l'
Mithridate, 32	grâce ? PHOEDIME. C'est l'ami	de les Romains	qu'il punit en Pharnace. L'amour a peu_de part à
Mithridate, 39	paraît point encore. PHOEDIME. Vaine erreur	de les amants	, qui pleins de leurs désirs, Voudraient que tout cédât à
Mithridate, 29	vous faire_grâce. Daignez, à le nom	de les dieux	, daignez en profiter. Par de nouveaux refus n'allez point
Mithridate, 35	Je puisse à votre amour ne coûter que	de les pleurs	. MONIME. Ah ! je vous ai perdu ! XIPHARÈS.
Mithridate, 4	qu'à l'autel ma promesse accomplie Par	de les noeuds	éternels l'un à l'autre nous lie. MONIME. Nous
Mithridate, 23	je vous élevais au_comble_de la gloire M'avez	de les trahisons	préparé la plus noire. Ne vous souvient -il plus, coeur
Mithridate, 37	l'ordonne. N'attirez point sur vous	de les périls	superflus, Pour un fils insolent que vous ne verrez plus.
Mithridate, 42	avec respect de combien je suis née Au-dessous	de les grandeurs	d'un si noble hyménée ; Et malgré mon penchant, et
Mithridate, 42	un fils, après vous, le_plus grand	de les humains	, Du jour que sur mon front on mit ce diadème,
Mithridate, 38	empoisonnées Un coeur déjà glacé par le froid	de les années	? De ce trouble fatal par où dois -je sortir ? ARBATE
Mithridate, 11	, Ou présentent leurs dards à les yeux	de les matelots	. Le désordre est partout. Et loin de nous entendre Ils
Mithridate, 14	, et flattant leurs souhaits De la part	de les Romains	il leur promet la paix. MITHRIDATE. Ah le traître !
Mithridate, 23	l'a vu se mêler à le milieu	de les rebelles	. C'est tout ce_que j'en sais. MITHRIDATE. Ah
Mithridate, 33	j'attends que de leur sang baigné Pharnace	de les Romains	revienne accompagné ! Qu'il étale à mes yeux sa parricide joie
Mithridate, 10	Je l'ai laissé sanglant, porté par	de les soldats	, Et_Xipharès en pleurs accompagne leurs pas. MONIME. Xipharès ?
Mithridate, 18	Les Romains, qui partout l'appuyaient par	de les cris	, Ont par ce bruit fatal glacé tous les esprits. Le
Mithridate, 19	. Le roi trompé lui-même en a versé	de les larmes	. Et désormais certain de le malheur de ses armes, Par
Mithridate, 20	n'a plus aspiré qu'à s'ouvrir	de les chemins	, Pour éviter l'affront de tomber dans leurs mains. D'
Mithridate, 22	que j'en pouvais attendre. Essayons maintenant	de les secours	plus certains, Et cherchons un trépas plus funeste à les Romains
Mithridate, 6	digne d'être admirée Ne doit point par	de les pleurs	être déshonorée. J'ai vengé l'univers autant_que je l'ai
Mithridate, 8	ce projet m'a seule interrompu. Ennemi	de les Romains	, et de la tyrannie, Je n'ai point de leur
Mithridate, 26	laisse leur fuite À rendre à mon tombeau	de les soins	dont je vous quitte. Tant_de Romains sans vie en cent lieux
Mithridate, 42	, Et par tout l'univers cherchons -lui	de les vengeurs	. __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__
Phèdre, 42	vous mettant à le rang de le reste	de les mortels	Vous a -elle forcé d'encenser ses autels ? Aimeriez -vous,
Phèdre, 51	de le Minotaure. Mais quand tu récitais	de les faits	moins glorieux, Sa foi partout offerte, et reçue en cent
Phèdre, 51	ses parents dans Sparte dérobée, Salamine témoin	de les pleurs	de Péribée, Tant_d'autres, dont les noms lui sont même
Phèdre, 59	. Mon père la réprouve, et par	de les lois	sévères Il défend de donner de les neveux à ses frères,
Phèdre, 59	de les lois sévères Il défend de donner	de les neveux	à ses frères, D'une tige coupable il craint un rejeton
Phèdre, 28	Que ne suis -je assise à l'ombre	de les forêts	! Quand pourrai -je au_travers_d'une noble poussière Suivre de l'oeil
Phèdre, 61	au_plus beau sang de la Grèce, et	de les Dieux	, Mais ne différez point, chaque moment vous tue. Réparez
Phèdre, 96	. OENONE. Madame, à le nom	de les pleurs	que pour vous j'ai versés, Par vos faibles genoux que
Phèdre, 131	? PHÈDRE. Tu vas ouïr le comble	de les horreurs	. J'aime... à ce nom fatal je tremble, je
Phèdre, 156	sang qu'elle poursuit tourments inévitables. Par	de les voeux	assidus je crus les détourner, Je lui bâtis un temple,
Phèdre, 160	le voyant sans_cesse, Même à le pied	de les autels	que je faisais fumer, J'offrais tout à ce Dieu,
Phèdre, 166	éternels L'arrachèrent de le sein, et	de les bras	paternels. Je respirais, Oenone. Et depuis son absence,
Phèdre, 8	le retour de Thésée, Et que par	de les vaisseaux	arrivés dans le port Hippolyte son fils vient d'apprendre sa mort
Phèdre, 22	un mortel avant sa dernière heure Peut pénétrer	de les morts	la profonde demeure ? Quel charme l'attirait sur ces bords redoutés
Phèdre, 51	la terre humectée But à regret le sang	de les neveux	d'Erechthée. Tu sais depuis leur mort quelle sévère loi Défend
Phèdre, 60	le joug amoureux. Phèdre en_vain s'honorait	de les soupirs	de Thésée. Pour moi, je suis plus fière, et
Phèdre, 10	affranchir d'une austère tutelle. Je révoque	de les lois	dont j'ai plaint la rigueur, Vous pouvez disposer de vous
Phèdre, 13	plus libre que moi. ARICIE. Modérez	de les bontés	, dont l'excès m'embarrasse. D'un soin si généreux
Phèdre, 22	droits Que je saurais sauver de le caprice	de les lois	. Un frein plus légitime arrête mon audace. Je vous cède
Phèdre, 59	absente je vous trouve. Dans le fond	de les forêts	votre image me suit. La lumière de le jour, les
Phèdre, 64	m'importune. Je ne me souviens plus	de les leçons	de Neptune. Mes seuls gémissements font retentir les bois, Et
Phèdre, 70	une langue étrangère, Et ne rejetez pas	de les voeux	mal exprimés, Qu'_Hippolyte sans vous n'aurait jamais formés. THÉRAMÈNE
Phèdre, 17	HIPPOLYTE. Madame, je n'ai point	de les sentiments	si bas. PHÈDRE. Quand vous me haïriez je ne m'
Phèdre, 23	contre vous déclarée, J'ai voulu par	de les mers	en être séparée. J'ai même défendu par une expresse loi
Phèdre, 41	On ne voit point deux fois le rivage	de les morts	, Seigneur. Puisque Thésée a vu les sombres bords, En_vain
Phèdre, 53	objets divers, Qui va de le Dieu	de les morts	déshonorer la couche ; Mais fidèle, mais fier, et_même un_peu
Phèdre, 55	Crète il traversa les flots, Digne sujet	de les voeux	de les filles de Minos. Que faisiez -vous alors ? Pourquoi
Phèdre, 55	les flots, Digne sujet de les voeux	de les filles	de Minos. Que faisiez -vous alors ? Pourquoi sans Hippolyte_Des héros
Phèdre, 85	complaisance ait nourri le poison. Objet infortuné	de les vengeances	célestes, Je m'abhorre encor plus_que tu ne me détestes.
Phèdre, 116	Justes dieux ! Mais on vient. Évitez	de les témoins	odieux, Venez, rentrez, fuyez une honte certaine. THÉRAMÈNE
Phèdre, 18	. Phèdre ? THÉRAMÈNE. Un héraut chargé	de les volontés	d'Athènes_De_l'_État en ses mains vient remettre les rênes. Son fils
Phèdre, 3	Arrêtez, Thésée, Et ne profanez point	de les transports	si charmants. Je ne mérite plus ces doux empressements. Vous
Phèdre, 6	. Souffrez que pour jamais le tremblant Hippolyte_Disparaisse	de les lieux	que votre épouse habite. THÉSÉE. Vous, mon fils,
Phèdre, 18	de l'insolence heureux persécuteur, Vous aviez	de les deux	mers assuré les rivages. Le libre voyageur ne craignait plus_d'outrages
Phèdre, 21	glorieux père, Je suis même encor loin	de les traces	de ma mère. Souffrez que mon courage ose enfin s'occuper
Phèdre, 23	d'un beau trépas la mémoire durable Éternisant	de les jours	si noblement finis, Prouve à tout l'avenir que j'étais
Phèdre, 34	mes larmes, Livré par ce barbare à	de les monstres	cruels, Qu'il nourrissait de le sang de les malheureux mortels
Phèdre, 35	malheureux mortels. Moi-même il m'enferma dans	de les cavernes	sombres, Lieux profonds, et voisins de l'Empire de les
Phèdre, 35	Lieux profonds, et voisins de l'Empire	de les Ombres	. Les dieux après six mois enfin m'ont regardé. J'
Phèdre, 41	; Je n'ai pour tout accueil que	de les frémissements	. Tout fuit, tout se refuse à mes embrassements. Et
Phèdre, 30	déclaré ? OENONE. Seigneur, souvenez -vous	de les plaintes	de la Reine. Un amour criminel causa toute sa haine.
Phèdre, 7	caractère ? Et ne devrait -on pas à	de les signes	certains Reconnaître le coeur de les perfides humains ? HIPPOLYTE. Puis
Phèdre, 13	trop longtemps épargné le tonnerre, Reste impur	de les brigands	dont j'ai purgé la Terre. Après_que le transport d'un
Phèdre, 14	présenter une tête ennemie, Tu parais dans	de les lieux	pleins de ton infamie, Et ne vas pas chercher sous un
Phèdre, 48	je crois surtout avoir fait éclater La haine	de les forfaits	qu'on ose m'imputer. C'est par là qu'Hippolyte
Phèdre, 91	vous m'abandonnez ? THÉSÉE. Va chercher	de les amis	, dont l'estime funeste Honore l'adultère, applaudisse à l'
Phèdre, 91	applaudisse à l'inceste, Des traîtres,	de les ingrats	, sans honneur et sans loi, Dignes de protéger un méchant
