Oui	INT	oui
soit	VER:subp	être
,	PUN	,
parlez	VER:pres	parler
,	PUN	,
et	KON	et
ne	ADV	ne
le	PRO:PER	le
craignez	VER:pres	craindre
pas	ADV	pas
.	SENT	.
Vous	PRO:PER	vous
êtes	VER:pres	être
son	DET:POS	son
amant	NOM	amant
,	PUN	,
et	KON	et
vous	PRO:PER	vous
êtes	VER:pres	être
sa	DET:POS	son
mère	NOM	mère
,	PUN	,
Gardez	VER:pres	garder
-vous	PRO:PER	vous
d'	PRP	de
envoyer	VER:infi	envoyer
la	DET:ART	le
princesse	NOM	princesse
à	PRP	à
son	DET:POS	son
père	NOM	père
.	SENT	.
Pourquoi	ADV	pourquoi
le	DET:ART	le
craindrons-nous	NOM	craindrons-nous
?	SENT	?
Pourquoi	ADV	pourquoi
m'	PRO:PER	me
en	PRO:PER	en
défier	VER:infi	défier
?	SENT	?
Il	PRO:PER	il
l'	PRO:PER	la|le
attend	VER:pres	attendre
à	PRP	à
l'	DET:ART	le
autel	NOM	autel
pour	PRP	pour
la	PRO:PER	la
sacrifier	VER:infi	sacrifier
.	SENT	.
Lui	PRO:PER	lui
!	SENT	!
Sa	DET:POS	son
fille	NOM	fille
!	SENT	!
Mon	DET:POS	mon
père	NOM	père
!	SENT	!
Ô	INT	ô
ciel	NOM	ciel
!	SENT	!
quelle	PRO:REL	quel
nouvelle	ADJ	nouveau
!	SENT	!
Quelle	PRO:REL	quel
aveugle	VER:pres	aveugler
fureur	NOM	fureur
pourrait	VER:cond	pouvoir
l'	PRO:PER	la|le
armer	VER:infi	armer
contre	PRP	contre
elle	PRO:PER	elle
?	SENT	?
Ce	PRO:DEM	ce
discours	NOM	discours
sans	PRP	sans
horreur	NOM	horreur
se	PRO:PER	se
peut-il	VER:cond	peut-il
écouter	VER:infi	écouter
?	SENT	?
Ah	INT	ah
,	PUN	,
Seigneur	NAM	Seigneur
!	SENT	!
plût	VER:subi	plaire|pleuvoir
au	PRP:det	au
ciel	NOM	ciel
que	PRO:REL	que
je	PRO:PER	je
pusse	VER:subi	pouvoir
en	PRP	en
douter	VER:infi	douter
.	SENT	.
Par	PRP	par
la	DET:ART	le
voix	NOM	voix
de	PRP	de
Calchas	NAM	Calchas
l'	DET:ART	le
oracle	NOM	oracle
la	DET:ART	le
demande	NOM	demande
.	SENT	.
De	PRP	de
toute	PRO:IND	tout
autre	ADJ	autre
victime	NOM	victime
il	PRO:PER	il
refuse	VER:pres	refuser
l'	DET:ART	le
offrande	NOM	offrande
;	PUN	;
Et	VER:ppre	Et
les	DET:ART	le
dieux	NOM	dieu
,	PUN	,
jusque	PRP	jusque
-là	ADV	là
protecteurs	ADJ	protecteur
de	PRP	de
Pâris	NAM	Pâris
,	PUN	,
Ne	NAM	Ne
nous	PRO:PER	nous
promettent	VER:pres	promettre
Troie	NAM	Troie
et	KON	et
les	DET:ART	le
vents	NOM	vent
qu'	KON	que
à	PRP	à
ce	PRO:DEM	ce
prix	NOM	prix
.	SENT	.
Les	DET:ART	le
dieux	NOM	dieu
ordonneraient	VER:cond	ordonner
un	DET:ART	un
meurtre	NOM	meurtre
abominable	ADJ	abominable
?	SENT	?
Ciel	NOM	Ciel
!	SENT	!
pour	PRP	pour
tant	ADV	tant
de	PRP	de
rigueur	NOM	rigueur
de	PRP	de
quoi	PRO:REL	quoi
suis	VER:pres	suivre|être
-je	PRO:PER	je
coupable	ADJ	coupable
?	SENT	?
Je	PRO:PER	je
ne	ADV	ne
m'	PRO:PER	me
étonne	VER:pres	étonner
plus	ADV	plus
de	PRP	de
cet	PRO:DEM	ce
ordre	NOM	ordre
cruel	ADJ	cruel
Qui	NAM	Qui
m'	PRO:PER	me
avait	VER:impf	avoir
interdit	VER:pper	interdire
l'	DET:ART	le
approche	NOM	approche
de	PRP	de
l'	DET:ART	le
autel	NOM	autel
.	SENT	.
Et	KON	et
voilà	ADV	voilà
donc	ADV	donc
l'	DET:ART	le
hymen	NOM	hymen
où	PRO:REL	où
j'	PRO:PER	je
étais	VER:impf	être
destinée	VER:pper	destiner
!	SENT	!
Le	DET:ART	le
roi	NOM	roi
pour	PRP	pour
vous	PRO:PER	vous
tromper	VER:infi	tromper
feignait	VER:impf	feindre
cet	PRO:DEM	ce
hyménée	NOM	hyménée
.	SENT	.
Tout	PRO:IND	tout
le	DET:ART	le
camp	NOM	camp
même	ADJ	même
encore	ADV	encore
est	VER:pres	être
trompé	VER:pper	tromper
comme	KON	comme
vous	PRO:PER	vous
.	SENT	.
Seigneur	NOM	seigneur
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
donc	ADV	donc
à	PRP	à
moi	PRO:PER	moi
d'	PRP	de
embrasser	VER:infi	embrasser
vos	DET:POS	votre
genoux	NOM	genou
.	SENT	.
Ah	INT	ah
,	PUN	,
Madame	NAM	Madame
!	SENT	!
Oubliez	VER:pres	oublier
une	DET:ART	un
gloire	NOM	gloire
importune	ADJ	importun
.	SENT	.
Ce	PRO:DEM	ce
triste	ADJ	triste
abaissement	NOM	abaissement
convient	VER:pres	convenir|convier
à	PRP	à
ma	DET:POS	mon
fortune	NOM	fortune
.	SENT	.
Heureuse	ADJ	heureux
si	KON	si
mes	DET:POS	mon
pleurs	NOM	pleur|pleurs
vous	PRO:PER	vous
peuvent	VER:pres	pouvoir
attendrir	VER:infi	attendrir
,	PUN	,
Une	VER:infi	Une
mère	NOM	mère
à	PRP	à
vos	DET:POS	votre
pieds	NOM	pied
peut	VER:pres	pouvoir
tomber	VER:infi	tomber
sans	PRP	sans
rougir	VER:infi	rougir
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
votre	DET:POS	votre
épouse	NOM	épouse
,	PUN	,
hélas	INT	hélas
!	SENT	!
qui	PRO:REL	qui
vous	PRO:PER	vous
est	VER:pres	être
enlevée	VER:pper	enlever
.	SENT	.
Dans	PRP	dans
cet	PRO:DEM	ce
heureux	ADJ	heureux
espoir	NOM	espoir
je	PRO:PER	je
l'	PRO:PER	la|le
avais	VER:impf	avoir
élevée	VER:pper	élever
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
vous	PRO:PER	vous
que	PRO:REL	que
nous	PRO:PER	nous
cherchions	VER:impf	chercher
sur	PRP	sur
ce	PRO:DEM	ce
funeste	ADJ	funeste
bord	NOM	bord
.	SENT	.
Et	KON	et
votre	DET:POS	votre
nom	NOM	nom
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
l'	PRO:PER	la|le
a	VER:pres	avoir
conduite	VER:pper	conduire
à	PRP	à
la	DET:ART	le
mort	NOM	mort
.	SENT	.
Ira-t-elle	NOM	Ira-t-elle
des	PRP:det	du
dieux	NOM	dieu
implorant	VER:ppre	implorer
la	DET:ART	le
justice	NOM	justice
Embrasser	VER:infi	embrasser
leurs	DET:POS	leur
autels	NOM	autel
parés	VER:pper	parer
pour	PRP	pour
son	DET:POS	son
supplice	NOM	supplice
?	SENT	?
Elle	PRO:PER	elle
n'	ADV	ne
a	VER:pres	avoir
que	KON	que
vous	PRO:PER	vous
seul	ADJ	seul
.	SENT	.
Vous	PRO:PER	vous
êtes	VER:pres	être
en	PRP	en
ces	PRO:DEM	ce
lieux	NOM	lieu
Son	VER:futu	Son
père	NOM	père
,	PUN	,
son	DET:POS	son
époux	NOM	époux
,	PUN	,
son	DET:POS	son
asile	NOM	asile
,	PUN	,
ses	DET:POS	son
dieux	NOM	dieu
.	SENT	.
Je	PRO:PER	je
lis	VER:pres	lire
dans	PRP	dans
vos	DET:POS	votre
regards	NOM	regard
la	DET:ART	le
douleur	NOM	douleur
qui	PRO:REL	qui
vous	PRO:PER	vous
presse	VER:pres	presser
.	SENT	.
Auprès	ADV	auprès
de	PRP	de
votre	DET:POS	votre
époux	NOM	époux
,	PUN	,
ma	DET:POS	mon
fille	NOM	fille
,	PUN	,
je	PRO:PER	je
vous	PRO:PER	vous
laisse	VER:pres	laisser
.	SENT	.
Seigneur	NOM	seigneur
,	PUN	,
daignez	VER:pres	daigner
m'	PRO:PER	me
attendre	VER:infi	attendre
,	PUN	,
et	KON	et
ne	ADV	ne
la	DET:ART	le
point	NOM	point
quitter	VER:infi	quitter
.	SENT	.
À	PRP	à
mon	DET:POS	mon
perfide	ADJ	perfide
époux	NOM	époux
je	PRO:PER	je
cours	VER:pres	courir
me	PRO:PER	me
présenter	VER:infi	présenter
.	SENT	.
Il	PRO:PER	il
ne	ADV	ne
soutiendra	VER:futu	soutenir
point	ADV	point
la	DET:ART	le
fureur	NOM	fureur
qui	PRO:REL	qui
m'	PRO:PER	me
anime	VER:pres	animer
.	SENT	.
Il	PRO:PER	il
faudra	VER:futu	falloir
que	KON	que
Calchas	NAM	Calchas
cherche	VER:pres	chercher
une	DET:ART	un
autre	ADJ	autre
victime	NOM	victime
.	SENT	.
Ou	KON	ou
si	KON	si
je	PRO:PER	je
ne	ADV	ne
vous	PRO:PER	vous
puis	ADV	puis
dérober	VER:infi	dérober
à	PRP	à
leurs	DET:POS	leur
coups	NOM	coup
,	PUN	,
Ma	VER:simp	Ma
fille	NOM	fille
,	PUN	,
ils	PRO:PER	il
pourront	VER:futu	pouvoir
bien	ADV	bien
m'	PRO:PER	me
immoler	VER:infi	immoler
avant	PRP	avant
vous	PRO:PER	vous
.	SENT	.
Madame	NOM	Madame
,	PUN	,
je	PRO:PER	je
me	PRO:PER	me
tais	VER:pres	taire
,	PUN	,
et	KON	et
demeure	VER:pres	demeurer
immobile	ADJ	immobile
.	SENT	.
Est	VER:pres	être
-ce	PRO:DEM	ce
à	PRP	à
moi	PRO:PER	moi
que	KON	que
l'	PRO:PER	la|le
on	PRO:PER	on
parle	VER:pres	parler
,	PUN	,
et	KON	et
connaît	VER:pres	connaître
-on	PRO:PER	on
Achille	NAM	Achille
?	SENT	?
Une	DET:ART	un
mère	NOM	mère
pour	KON	pour
vous	PRO:PER	vous
croit	VER:pres	croire
devoir	VER:infi	devoir
me	PRO:PER	me
prier	VER:infi	prier
;	PUN	;
Une	VER:infi	Une
reine	NOM	reine
à	PRP	à
mes	DET:POS	mon
pieds	NOM	pied
se	PRO:PER	se
vient	VER:pres	venir
humilier	VER:infi	humilier
.	SENT	.
Et	KON	et
me	PRO:PER	me
déshonorant	VER:ppre	déshonorer
par	PRP	par
d'	PRP	de
injustes	ADJ	injuste
alarmes	NOM	alarme
,	PUN	,
Pour	NAM	Pour
attendrir	VER:infi	attendrir
mon	DET:POS	mon
coeur	NOM	cœur
on	PRO:PER	on
a	VER:pres	avoir
recours	NOM	recours
aux	PRP:det	au
larmes	NOM	larme
.	SENT	.
Qui	PRO:REL	qui
doit	VER:pres	devoir
prendre	VER:infi	prendre
à	PRP	à
vos	DET:POS	votre
jours	NOM	jour
plus	ADV	plus
d'	PRP	de
intérêt	NOM	intérêt
que	PRO:REL	que
moi	PRO:PER	moi
?	SENT	?
Ah	INT	ah
!	SENT	!
sans	PRP	sans
doute	NOM	doute
on	PRO:PER	on
s'	PRO:PER	se
en	PRO:PER	en
peut	VER:pres	pouvoir
reposer	VER:infi	reposer
sur	PRP	sur
ma	DET:POS	mon
foi	NOM	foi
.	SENT	.
L'	DET:ART	le
outrage	NOM	outrage
me	PRO:PER	me
regarde	VER:pres	regarder
.	SENT	.
Et	KON	et
quoi	PRO:REL	quoi
qu'	KON	que
on	PRO:PER	on
entreprenne	VER:subp	entreprendre
,	PUN	,
Je	PRO:PER	je
réponds	VER:pres	répondre
d'	PRP	de
une	DET:ART	un
vie	NOM	vie
,	PUN	,
où	PRO:REL	où
j'	PRO:PER	je
attache	VER:pres	attacher
la	DET:ART	le
mienne	PRO:POS	mien
.	SENT	.
Mais	KON	mais
ma	DET:POS	mon
juste	ADJ	juste
douleur	NOM	douleur
va	VER:pres	aller
plus	ADV	plus
loin	ADV	loin
m'	PRO:PER	me
engager	VER:infi	engager
,	PUN	,
C'	NAM	C'
est	VER:pres	être
peu	ADV	peu
de	PRP	de
vous	PRO:PER	vous
défendre	VER:infi	défendre
,	PUN	,
et	KON	et
je	PRO:PER	je
cours	VER:pres	courir
vous	PRO:PER	vous
venger	VER:infi	venger
,	PUN	,
Et	VER:infi	Et
punir	VER:infi	punir
à	PRP	à
la	DET:ART	le
fois	NOM	foi|fois
le	DET:ART	le
cruel	ADJ	cruel
stratagème	NOM	stratagème
Qui	NAM	Qui
s'	PRO:PER	se
ose	VER:pres	oser
de	PRP	de
mon	DET:POS	mon
nom	NOM	nom
armer	VER:infi	armer
contre	PRP	contre
vous	PRO:PER	vous
-même	ADJ	même
.	SENT	.
Ah	INT	ah
!	SENT	!
demeurez	VER:pres	demeurer
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
et	KON	et
daignez	VER:pres	daigner
m'	PRO:PER	me
écouter	VER:infi	écouter
.	SENT	.
Quoi	PRO	quoi
,	PUN	,
Madame	NAM	Madame
!	SENT	!
un	DET:ART	un
barbare	ADJ	barbare
osera	VER:futu	oser
m'	PRO:PER	me
insulter	VER:infi	insulter
?	SENT	?
Il	PRO:PER	il
voit	VER:pres	voir
que	KON	que
de	PRP	de
sa	DET:POS	son
soeur	NOM	sœur
je	PRO:PER	je
cours	VER:pres	courir
venger	VER:infi	venger
l'	DET:ART	le
outrage	NOM	outrage
.	SENT	.
Il	PRO:PER	il
sait	VER:pres	savoir
que	KON	que
le	DET:ART	le
premier	NUM	premier
lui	PRO:PER	lui
donnant	VER:ppre	donner
mon	DET:POS	mon
suffrage	NOM	suffrage
,	PUN	,
Je	PRO:PER	je
le	PRO:PER	le
fis	VER:simp	faire
nommer	VER:infi	nommer
chef	NOM	chef
de	PRP	de
vingt	NUM	vingt
rois	NOM	roi
ses	DET:POS	son
rivaux	NOM	rival
;	PUN	;
Et	NOM	Et
pour	PRP	pour
fruit	NOM	fruit
de	PRP	de
mes	DET:POS	mon
soins	NOM	soin
,	PUN	,
pour	PRP	pour
fruit	NOM	fruit
de	PRP	de
mes	DET:POS	mon
travaux	NOM	travail
,	PUN	,
Pour	NAM	Pour
tout	PRO:IND	tout
le	DET:ART	le
prix	NOM	prix
enfin	ADV	enfin
d'	PRP	de
une	DET:ART	un
illustre	ADJ	illustre
victoire	NOM	victoire
,	PUN	,
Qui	NAM	Qui
le	PRO:PER	le
doit	VER:pres	devoir
enrichir	VER:infi	enrichir
,	PUN	,
venger	VER:infi	venger
,	PUN	,
combler	VER:infi	combler
de	PRP	de
gloire	NOM	gloire
,	PUN	,
Content	NAM	Content
et	KON	et
glorieux	ADJ	glorieux
du	PRP:det	du
nom	NOM	nom
de	PRP	de
votre	DET:POS	votre
époux	NOM	époux
,	PUN	,
Je	PRO:PER	je
ne	ADV	ne
lui	PRO:PER	lui
demandais	VER:impf	demander
que	KON	que
l'	DET:ART	le
honneur	NOM	honneur
d'	PRP	de
être	VER:infi	être
à	PRP	à
vous	PRO:PER	vous
.	SENT	.
Cependant	ADV	cependant
aujourd'hui	ADV	aujourd'hui
sanguinaire	ADJ	sanguinaire
,	PUN	,
parjure	ADJ	parjure
,	PUN	,
C'	NAM	C'
est	VER:pres	être
peu	ADV	peu
de	PRP	de
violer	VER:infi	violer
l'	DET:ART	le
amitié	NOM	amitié
,	PUN	,
la	DET:ART	le
nature	NOM	nature
;	PUN	;
C'	NAM	C'
est	VER:pres	être
peu	ADV	peu
que	KON	que
de	PRP	de
vouloir	VER:infi	vouloir
sous	PRP	sous
un	DET:ART	un
couteau	NOM	couteau
mortel	NOM	mortel
Me	ABR	Me
montrer	VER:infi	montrer
votre	DET:POS	votre
coeur	NOM	cœur
fumant	ADJ	fumant
sur	PRP	sur
un	DET:ART	un
autel	NOM	autel
.	SENT	.
D'	PRP	de
un	DET:ART	un
appareil	NOM	appareil
d'	PRP	de
hymen	NOM	hymen
couvrant	VER:ppre	couvrir
ce	PRO:DEM	ce
sacrifice	NOM	sacrifice
,	PUN	,
Il	NAM	Il
veut	VER:pres	vouloir
que	KON	que
ce	PRO:DEM	ce
soit	VER:subp	être
moi	NOM	moi
qui	PRO:REL	qui
vous	PRO:PER	vous
mène	VER:pres	mener
au	PRP:det	au
supplice	NOM	supplice
?	SENT	?
Que	KON	que
ma	DET:POS	mon
crédule	ADJ	crédule
main	NOM	main
conduise	VER:subp	conduire
le	DET:ART	le
couteau	NOM	couteau
?	SENT	?
Qu'	KON	que
au	PRP:det	au
lieu	NOM	lieu
de	PRP	de
votre	DET:POS	votre
époux	NOM	époux
je	PRO:PER	je
sois	VER:subp	être
votre	DET:POS	votre
bourreau	NOM	bourreau
?	SENT	?
Et	KON	et
quel	PRO:REL	quel
était	VER:impf	être
pour	PRP	pour
vous	PRO:PER	vous
ce	PRO:DEM	ce
sanglant	ADJ	sanglant
hyménée	NOM	hyménée
,	PUN	,
Si	VER:subi	Si
je	PRO:PER	je
fusse	VER:subi	être
arrivé	VER:pper	arriver
plus	ADV	plus
tard	ADV	tard
d'	PRP	de
une	DET:ART	un
journée	NOM	journée
?	SENT	?
Quoi	PRO	quoi
donc	ADV	donc
!	SENT	!
à	PRP	à
leur	DET:POS	leur
fureur	NOM	fureur
livrée	VER:pper	livrer
en	PRP	en
ce	PRO:DEM	ce
moment	NOM	moment
Vous	NOM	Vous
iriez	VER:cond	aller
à	PRP	à
l'	DET:ART	le
autel	NOM	autel
me	PRO:PER	me
chercher	VER:infi	chercher
vainement	ADV	vainement
,	PUN	,
Et	NOM	Et
d'	PRP	de
un	DET:ART	un
fer	NOM	fer
imprévu	ADJ	imprévu
vous	PRO:PER	vous
tomberiez	VER:cond	tomber
frappée	VER:pper	frapper
,	PUN	,
En	NOM	En
accusant	VER:ppre	accuser
mon	DET:POS	mon
nom	NOM	nom
qui	PRO:REL	qui
vous	PRO:PER	vous
aurait	VER:cond	avoir
trompée	VER:pper	tromper
?	SENT	?
Il	PRO:PER	il
faut	VER:pres	falloir
de	PRP	de
ce	PRO:DEM	ce
péril	NOM	péril
,	PUN	,
de	PRP	de
cette	PRO:DEM	ce
trahison	NOM	trahison
,	PUN	,
Aux	VER:simp	Aux
yeux	NOM	œil
de	PRP	de
tous	PRO:IND	tout
les	DET:ART	le
Grecs	NAM	Grecs
lui	PRO:PER	lui
demander	VER:infi	demander
raison	NOM	raison
.	SENT	.
À	PRP	à
l'	DET:ART	le
honneur	NOM	honneur
d'	PRP	de
un	DET:ART	un
époux	NOM	époux
vous	PRO:PER	vous
-même	ADJ	même
intéressée	VER:pper	intéresser
,	PUN	,
Madame	NAM	Madame
,	PUN	,
vous	PRO:PER	vous
devez	VER:pres	devoir
approuver	VER:infi	approuver
ma	DET:POS	mon
pensée	NOM	pensée
.	SENT	.
Il	PRO:PER	il
faut	VER:pres	falloir
que	KON	que
le	DET:ART	le
cruel	NOM	cruel
qui	PRO:REL	qui
m'	PRO:PER	me
a	VER:pres	avoir
pu	VER:pper	pouvoir
mépriser	VER:infi	mépriser
Apprenne	NOM	Apprenne
de	PRP	de
quel	PRO:REL	quel
nom	NOM	nom
il	PRO:PER	il
osait	VER:impf	oser
abuser	VER:infi	abuser
.	SENT	.
Hélas	INT	hélas
!	SENT	!
si	KON	si
vous	PRO:PER	vous
m'	PRO:PER	me
aimez	VER:pres	aimer
,	PUN	,
si	KON	si
pour	PRP	pour
grâce	NOM	grâce
dernière	ADJ	dernier
Vous	NAM	Vous
daignez	VER:pres	daigner
d'	PRP	de
une	DET:ART	un
amante	NOM	amant
écouter	VER:infi	écouter
la	DET:ART	le
prière	NOM	prière
,	PUN	,
C'	NAM	C'
est	VER:pres	être
maintenant	ADV	maintenant
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
qu'	PRO:REL	que
il	PRO:PER	il
faut	VER:pres	falloir
me	PRO:PER	me
le	PRO:PER	le
prouver	VER:infi	prouver
.	SENT	.
Car	KON	car
enfin	ADV	enfin
ce	PRO:DEM	ce
cruel	NOM	cruel
,	PUN	,
que	KON	que
vous	PRO:PER	vous
allez	VER:pres	aller
braver	VER:infi	braver
,	PUN	,
Cet	NAM	Cet
ennemi	NOM	ennemi
barbare	ADJ	barbare
,	PUN	,
injuste	ADJ	injuste
,	PUN	,
sanguinaire	ADJ	sanguinaire
,	PUN	,
Songez	NAM	Songez
,	PUN	,
quoi	PRO:REL	quoi
qu'	KON	que
il	PRO:PER	il
ait	VER:subp	avoir
fait	VER:pper	faire
,	PUN	,
songez	VER:pres	songer
qu'	KON	que
il	PRO:PER	il
est	VER:pres	être
mon	DET:POS	mon
père	NOM	père
.	SENT	.
Lui	PRO:PER	lui
,	PUN	,
votre	DET:POS	votre
père	NOM	père
?	SENT	?
Après	PRP	après
son	DET:POS	son
horrible	ADJ	horrible
dessein	NOM	dessein
Je	PRO:PER	je
ne	ADV	ne
le	PRO:PER	le
connais	VER:pres	connaître
plus	ADV	plus
que	KON	que
pour	PRP	pour
votre	DET:POS	votre
assassin	NOM	assassin
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
mon	DET:POS	mon
père	NOM	père
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
je	PRO:PER	je
vous	PRO:PER	vous
le	PRO:PER	le
dis	VER:pres	dire
encore	ADV	encore
,	PUN	,
Mais	VER:impf	Mais
un	DET:ART	un
père	NOM	père
que	PRO:REL	que
j'	PRO:PER	je
aime	VER:pres	aimer
,	PUN	,
un	DET:ART	un
père	NOM	père
que	PRO:REL	que
j'	PRO:PER	je
adore	VER:pres	adorer
,	PUN	,
Qui	NAM	Qui
me	PRO:PER	me
chérit	VER:pres	chérir
lui	PRO:PER	lui
-même	ADJ	même
,	PUN	,
et	KON	et
dont	PRO:REL	dont
jusqu'	PRP	jusque
à	PRP	à
ce	PRO:DEM	ce
jour	NOM	jour
Je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
jamais	ADV	jamais
reçu	VER:pper	recevoir
que	KON	que
des	PRP:det	du
marques	NOM	marque
d'	PRP	de
amour	NOM	amour
.	SENT	.
Mon	DET:POS	mon
coeur	NOM	cœur
dans	PRP	dans
ce	PRO:DEM	ce
respect	NOM	respect
élevé	VER:pper	élever
dès	PRP	dès
l'	DET:ART	le
enfance	NOM	enfance
,	PUN	,
Ne	NAM	Ne
peut	VER:pres	pouvoir
que	KON	que
s'	PRO:PER	se
affliger	VER:infi	affliger
de	PRP	de
tout	PRO:IND	tout
ce	PRO:DEM	ce
qui	PRO:REL	qui
l'	DET:ART	le
offense	NOM	offense
;	PUN	;
Et	VER:simp	Et
loin	ADV	loin
d'	PRP	de
oser	VER:infi	oser
ici	ADV	ici
par	PRP	par
un	DET:ART	un
prompt	ADJ	prompt
changement	NOM	changement
Approuver	VER:infi	approuver
la	DET:ART	le
fureur	NOM	fureur
de	PRP	de
votre	DET:POS	votre
emportement	NOM	emportement
,	PUN	,
Loin	NAM	Loin
que	KON	que
par	PRP	par
mes	DET:POS	mon
discours	NOM	discours
je	PRO:PER	je
l'	PRO:PER	la|le
attise	VER:pres	attiser
moi	PRO:PER	moi
-même	ADJ	même
,	PUN	,
Croyez	NAM	Croyez
qu'	KON	que
il	PRO:PER	il
faut	VER:pres	falloir
aimer	VER:infi	aimer
autant	ADV	autant
que	KON	que
je	PRO:PER	je
vous	PRO:PER	vous
aime	VER:pres	aimer
,	PUN	,
Pour	NAM	Pour
avoir	VER:infi	avoir
pu	VER:pper	pouvoir
souffrir	VER:infi	souffrir
tous	PRO:IND	tout
les	DET:ART	le
noms	NOM	nom
odieux	ADJ	odieux
,	PUN	,
Dont	VER:futu	Dont
votre	DET:POS	votre
amour	NOM	amour
le	PRO:PER	le
vient	VER:pres	venir
d'	PRP	de
outrager	VER:infi	outrager
à	PRP	à
mes	DET:POS	mon
yeux	NOM	œil
.	SENT	.
Et	KON	et
pourquoi	ADV	pourquoi
voulez	VER:pres	vouloir
-vous	PRO:PER	vous
qu'	PRO:REL	que
inhumain	ADJ	inhumain
,	PUN	,
et	KON	et
barbare	ADJ	barbare
,	PUN	,
Il	NOM	Il
ne	ADV	ne
gémisse	VER:subp	gémir
pas	ADV	pas
du	PRP:det	du
coup	NOM	coup
qu'	PRO:REL	que
on	PRO:PER	on
me	PRO:PER	me
prépare	VER:pres	préparer
?	SENT	?
Quel	PRO:REL	quel
père	NOM	père
de	PRP	de
son	DET:POS	son
sang	NOM	sang
se	PRO:PER	se
plaît	VER:pres	plaire
à	PRP	à
se	PRO:PER	se
priver	VER:infi	priver
?	SENT	?
Pourquoi	ADV	pourquoi
me	PRO:PER	me
perdrait-il	NOM	perdrait-il
,	PUN	,
s'	PRO:PER	se
il	PRO:PER	il
pouvait	VER:impf	pouvoir
me	PRO:PER	me
sauver	VER:infi	sauver
?	SENT	?
J'	PRO:PER	je
ai	VER:pres	avoir
vu	VER:pper	voir
,	PUN	,
n'	ADV	ne
en	PRO:PER	en
doutez	VER:pres	douter
point	ADV	point
,	PUN	,
ses	DET:POS	son
larmes	NOM	larme
se	PRO:PER	se
répandre	VER:infi	répandre
.	SENT	.
Faut-il	NOM	Faut-il
le	PRO:PER	le
condamner	VER:infi	condamner
avant	PRP	avant
que	KON	que
de	PRP	de
l'	PRO:PER	la|le
entendre	VER:infi	entendre
?	SENT	?
Hélas	INT	hélas
!	SENT	!
de	PRP	de
tant	ADV	tant
d'	PRP	de
horreurs	NOM	horreur
son	DET:POS	son
coeur	NOM	cœur
déjà	ADV	déjà
troublé	VER:pper	troubler
Doit-il	NAM	Doit-il
de	PRP	de
votre	DET:POS	votre
haine	NOM	haine
être	VER:infi	être
encore	ADV	encore
accablé	VER:pper	accabler
?	SENT	?
Quoi	PRO	quoi
,	PUN	,
Madame	NAM	Madame
!	SENT	!
parmi	PRP	parmi
tant	ADV	tant
de	PRP	de
sujets	NOM	sujet
de	PRP	de
crainte	NOM	crainte
,	PUN	,
Ce	NAM	Ce
sont	VER:pres	être
là	ADV	là
les	DET:ART	le
frayeurs	NOM	frayeur
dont	PRO:REL	dont
vous	PRO:PER	vous
êtes	VER:pres	être
atteinte	VER:pper	atteindre
?	SENT	?
Un	DET:ART	un
cruel	NOM	cruel
(	PUN	(
comment	ADV	comment
puis	ADV	puis
-je	PRO:PER	je
autrement	ADV	autrement
l'	PRO:PER	la|le
appeler	VER:infi	appeler
?	SENT	?
)	PUN	)
Par	NAM	Par
la	DET:ART	le
main	NOM	main
de	PRP	de
Calchas	NAM	Calchas
s'	KON	si
en	PRO:PER	en
va	VER:pres	aller
vous	PRO:PER	vous
immoler	VER:infi	immoler
;	PUN	;
Et	NOM	Et
lorsque	KON	lorsque
à	PRP	à
sa	DET:POS	son
fureur	NOM	fureur
j'	PRO:PER	je
oppose	VER:pres	opposer
ma	DET:POS	mon
tendresse	NOM	tendresse
,	PUN	,
Le	DET:ART	le
soin	NOM	soin
de	PRP	de
son	DET:POS	son
repos	NOM	repos
est	VER:pres	être
le	DET:ART	le
seul	NOM	seul
qui	PRO:REL	qui
vous	PRO:PER	vous
presse	VER:pres	presser
?	SENT	?
On	PRO:PER	on
me	PRO:PER	me
ferme	VER:subp	fermer
la	DET:ART	le
bouche	NOM	bouche
?	SENT	?
On	PRO:PER	on
l'	PRO:PER	la|le
excuse	VER:pres	excuser
?	SENT	?
On	PRO:PER	on
le	PRO:PER	le
plaint	VER:pres	plaindre
?	SENT	?
C'	PRO:DEM	ce
est	VER:pres	être
pour	PRP	pour
lui	PRO:PER	lui
que	KON	que
l'	PRO:PER	la|le
on	PRO:PER	on
tremble	VER:pres	trembler
,	PUN	,
et	KON	et
c'	PRO:DEM	ce
est	VER:pres	être
moi	PRO:PER	moi
que	PRO:REL	que
l'	DET:ART	le
on	PRO:PER	on
craint	VER:pres	craindre
?	SENT	?
Triste	ADJ	triste
effet	NOM	effet
de	PRP	de
mes	DET:POS	mon
soins	NOM	soin
!	SENT	!
Est	VER:pres	être
