Oui	INT	oui
Que	KON	que
moi	PRO:PER	moi
-même	ADJ	même
...	PUN	...
Seigneur	NAM	Seigneur
,	PUN	,
oublieriez	VER:cond	oublier
-vous	PRO:PER	vous
ce	PRO:DEM	ce
zèle	NOM	zèle
?	SENT	?
Ô	INT	ô
Roi	NOM	roi
,	PUN	,
vraiment	ADV	vraiment
heureux	ADJ	heureux
d'	PRP	de
un	DET:ART	un
Sujet	NOM	sujet
si	ADV	si
fidèle	ADJ	fidèle
!	SENT	!
Trop	ADV	trop
malheureux	ADJ	malheureux
pourtant	ADV	pourtant
de	PRP	de
connaître	VER:infi	connaître
aujourd'hui	ADV	aujourd'hui
Qu'	ADJ	Qu'
il	PRO:PER	il
soit	VER:subp	être
père	NOM	père
d'	PRP	de
un	DET:ART	un
fils	NOM	fil|fils
si	KON	si
peu	ADV	peu
digne	ADJ	digne
de	PRP	de
lui	PRO:PER	lui
!	SENT	!
Avant	PRP	avant
que	KON	que
contre	PRP	contre
moi	PRO:PER	moi
l'	DET:ART	le
erreur	NOM	erreur
soit	VER:subp	être
affermie	VER:pper	affermir
,	PUN	,
De	VER:simp	De
grâce	NOM	grâce
,	PUN	,
oyez	VER:pres	ouïr
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
parler	NOM	parler
Déidamie	NAM	Déidamie
,	PUN	,
Et	NAM	Et
si	KON	si
par	PRP	par
son	DET:POS	son
aveu	NOM	aveu
mon	DET:POS	mon
crime	NOM	crime
est	VER:pres	être
confirmé	VER:pper	confirmer
...	PUN	...
Qu'	ADJ	Qu'
en	PRO:PER	en
pourrais	VER:cond	pouvoir
-je	PRO:PER	je
obtenir	VER:infi	obtenir
contre	PRP	contre
un	DET:ART	un
Amant	NAM	Amant
aimé	VER:pper	aimer
?	SENT	?
Voudrait-elle	VER:cond	Voudrait-elle
trahir	VER:infi	trahir
un	DET:ART	un
secret	NOM	secret
qu'	PRO:REL	que
il	PRO:PER	il
déguise	VER:pres	déguiser
?	SENT	?
Du	PRP:det	du
moins	ADV	moins
elle	PRO:PER	elle
aura	VER:futu	avoir
peine	NOM	peine
à	PRP	à
cacher	VER:infi	cacher
sa	DET:POS	son
surprise	NOM	surprise
,	PUN	,
Et	VER:simp	Et
c'	PRO:DEM	ce
est	VER:pres	être
par	PRP	par
là	ADV	là
d'	PRP	de
abord	NOM	abord
que	PRO:REL	que
vous	PRO:PER	vous
pourrez	VER:futu	pouvoir
juger	VER:infi	juger
D'	NOM	D'
un	DET:ART	un
amour	NOM	amour
dont	PRO:REL	dont
son	DET:POS	son
coeur	NOM	cœur
tremble	VER:pres	trembler
à	PRP	à
se	PRO:PER	se
dégager	VER:infi	dégager
.	SENT	.
Non	ADV	non
qu'	KON	que
avant	PRP	avant
qu'	PRO:REL	que
elle	PRO:PER	elle
avoue	VER:pres	avouer
un	DET:ART	un
feu	ADJ	feu
si	KON	si
téméraire	ADJ	téméraire
Il	NOM	Il
soit	KON	soit
rien	NOM	rien
qu'	KON	que
à	PRP	à
me	PRO:PER	me
nuire	VER:infi	nuire
épargne	VER:pres	épargner
sa	DET:POS	son
colère	NOM	colère
Pour	NAM	Pour
voir	VER:infi	voir
ma	DET:POS	mon
foi	NOM	foi
suspecte	ADJ	suspect
,	PUN	,
et	KON	et
mon	DET:POS	mon
zèle	NOM	zèle
noirci	VER:pper	noircir
,	PUN	,
Tout	ADJ	Tout
ce	PRO:DEM	ce
qui	PRO:REL	qui
peut	VER:pres	pouvoir
tomber	VER:infi	tomber
...	PUN	...
mais	KON	mais
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
la	DET:ART	le
voici	ADV	voici
.	SENT	.
Madame	NOM	Madame
,	PUN	,
enfin	ADV	enfin
j'	PRO:PER	je
ai	VER:pres	avoir
su	VER:pper	savoir
par	PRP	par
quelle	PRO:REL	quel
injuste	ADJ	injuste
audace	NOM	audace
De	VER:subi	De
mon	DET:POS	mon
courroux	NOM	courroux
tantôt	ADV	tantôt
vous	PRO:PER	vous
braviez	VER:impf	braver
la	DET:ART	le
menace	NOM	menace
.	SENT	.
Le	DET:ART	le
sang	NOM	sang
qu'	KON	que
à	PRP	à
ma	DET:POS	mon
vengeance	NOM	vengeance
ont	VER:pres	avoir
livré	VER:pper	livrer
vos	DET:POS	votre
mépris	NOM	mépris
,	PUN	,
Pour	NAM	Pour
montrer	VER:infi	montrer
moins	ADV	moins
d'	PRP	de
orgueil	NOM	orgueil
était	VER:impf	être
d'	PRP	de
un	DET:ART	un
faible	ADJ	faible
prix	NOM	prix
.	SENT	.
Il	PRO:PER	il
montre	VER:pres	montrer
Pyrrhus	NAM	Pyrrhus
.	SENT	.
Voici	ADV	voici
,	PUN	,
voici	ADV	voici
pour	KON	pour
qui	PRO:REL	qui
votre	DET:POS	votre
âme	NOM	âme
plus	ADV	plus
sensible	ADJ	sensible
Pourra	VER:futu	pouvoir
craindre	VER:infi	craindre
à	PRP	à
son	DET:POS	son
tour	NOM	tour
de	PRP	de
me	PRO:PER	me
voir	VER:infi	voir
inflexible	ADJ	inflexible
,	PUN	,
Vous	NAM	Vous
le	PRO:PER	le
perdrez	VER:futu	perdre
sans	PRP	sans
doute	NOM	doute
avec	PRP	avec
plus	ADV	plus
de	PRP	de
regret	NOM	regret
.	SENT	.
Je	PRO:PER	je
ne	ADV	ne
demande	VER:pres	demander
point	ADV	point
d'	PRP	de
où	PRO:REL	où
l'	DET:ART	le
on	PRO:PER	on
sait	VER:pres	savoir
son	DET:POS	son
secret	NOM	secret
.	SENT	.
Androclide	NAM	Androclide
a	VER:pres	avoir
tout	ADV	tout
dit	VER:pper	dire
?	SENT	?
Oui	INT	oui
,	PUN	,
j'	PRO:PER	je
ai	VER:pres	avoir
parlé	VER:pper	parler
,	PUN	,
Madame	NAM	Madame
.	SENT	.
Dites	VER:pres	dire
que	KON	que
ses	DET:POS	son
malheurs	NOM	malheur
ne	ADV	ne
touchent	VER:pres	toucher
point	ADV	point
votre	DET:POS	votre
âme	NOM	âme
,	PUN	,
Que	VER:simp	Que
rien	ADV	rien
à	PRP	à
son	DET:POS	son
destin	NOM	destin
ne	ADV	ne
vous	PRO:PER	vous
peut	VER:pres	pouvoir
attacher	VER:infi	attacher
.	SENT	.
En	PRP	en
vain	ADJ	vain
puisqu'on	NOM	puisqu'on
le	PRO:PER	le
sait	VER:pres	savoir
je	PRO:PER	je
voudrais	VER:cond	vouloir
le	DET:ART	le
cacher	ADJ	cacher
.	SENT	.
À	PRP	à
Néoptolémus	NAM	Néoptolémus
.	SENT	.
Mais	KON	mais
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
si	KON	si
pour	KON	pour
lui	PRO:PER	lui
ma	DET:POS	mon
constance	NOM	constance
timide	ADJ	timide
...	PUN	...
Que	NAM	Que
dites	VER:pres	dire
-vous	PRO:PER	vous
,	PUN	,
Madame	NAM	Madame
?	SENT	?
Ô	INT	ô
Ciel	NOM	Ciel
!	SENT	!
Et	KON	et
bien	ADV	bien
,	PUN	,
perfide	ADJ	perfide
!	SENT	!
Cessez	VER:pres	cesser
en	PRP	en
l'	DET:ART	le
outrageant	VER:ppre	outrager
de	PRP	de
me	PRO:PER	me
percer	VER:infi	percer
le	DET:ART	le
coeur	NOM	cœur
.	SENT	.
Mes	DET:POS	mon
disgrâces	NOM	disgrâce
déjà	ADV	déjà
n'	ADV	ne
ont	VER:pres	avoir
que	KON	que
trop	ADV	trop
de	PRP	de
rigueur	NOM	rigueur
,	PUN	,
Ne	NAM	Ne
les	PRO:PER	la|le
redoublez	VER:pres	redoubler
point	ADV	point
,	PUN	,
et	KON	et
si	KON	si
mes	DET:POS	mon
tristes	ADJ	triste
larmes	NOM	larme
Après	NAM	Après
un	DET:ART	un
long	ADJ	long
orgueil	NOM	orgueil
ont	VER:pres	avoir
pour	PRP	pour
vous	PRO:PER	vous
quelques	PRO:IND	quelque
charmes	NOM	charme
,	PUN	,
Voyez	VER:pres	voir
-moi	PRO:PER	moi
toute	ADV	toute
en	PRP	en
pleurs	NOM	pleur|pleurs
,	PUN	,
quand	KON	quand
vous	PRO:PER	vous
vous	PRO:PER	vous
emportez	VER:pres	emporter
,	PUN	,
Pour	NAM	Pour
ce	PRO:DEM	ce
malheureux	NOM	malheureux
Prince	VER:subp	Prince
implorer	VER:infi	implorer
vos	DET:POS	votre
bontés	NOM	bonté
.	SENT	.
N'	ADV	ne
abusez	VER:pres	abuser
point	ADV	point
du	PRP:det	du
sort	NOM	sort
qui	PRO:REL	qui
me	PRO:PER	me
tient	VER:pres	tenir
asservie	VER:pper	asservir
À	PRP	à
vous	PRO:PER	vous
promettre	VER:infi	promettre
tout	ADV	tout
pour	PRP	pour
lui	PRO:PER	lui
sauver	VER:infi	sauver
la	DET:ART	le
vie	NOM	vie
,	PUN	,
Et	VER:simp	Et
plutôt	ADV	plutôt
qu'	KON	que
employer	VER:infi	employer
un	DET:ART	un
si	ADV	si
lâche	ADJ	lâche
moyen	NOM	moyen
,	PUN	,
S'	ADJ	S'
i	NOM	i
faut	VER:pres	falloir
donner	VER:infi	donner
mon	DET:POS	mon
sang	NOM	sang
,	PUN	,
prenez-le	NOM	prenez-le
pour	PRP	pour
le	DET:ART	le
sien	PRO:POS	sien
.	SENT	.
Versez	VER:pres	verser
...	PUN	...
Quel	NAM	Quel
intérêt	NOM	intérêt
vous	PRO:PER	vous
porte	VER:pres	porter
à	PRP	à
lui	PRO:PER	lui
déplaire	VER:infi	déplaire
?	SENT	?
Suis	VER:pres	suivre|être
-je	PRO:PER	je
digne	ADJ	digne
...	PUN	...
Pour	NAM	Pour
vous	PRO:PER	vous
,	PUN	,
hélas	VER:simp	héler
,	PUN	,
puis	ADV	puis
-je	PRO:PER	je
moins	ADV	moins
faire	VER:infi	faire
?	SENT	?
Non	ADV	non
,	PUN	,
mais	KON	mais
pour	PRP	pour
arracher	VER:infi	arracher
ce	PRO:DEM	ce
discours	NOM	discours
odieux	ADJ	odieux
Je	PRO:PER	je
n'	ADV	ne
écoute	VER:pres	écouter
plus	ADV	plus
rien	ADV	rien
qu'	KON	que
en	PRP	en
présence	NOM	présence
des	PRP:det	du
Dieux	NOM	Dieu
.	SENT	.
Là	ADV	là
,	PUN	,
s'	PRO:PER	se
il	PRO:PER	il
faut	VER:pres	falloir
que	KON	que
mes	DET:POS	mon
voeux	NOM	vœu
cessent	VER:pres	cesser
d'	PRP	de
être	VER:infi	être
frivoles	ADJ	frivole
,	PUN	,
J'	ADJ	J'
en	PRO:PER	en
croirai	VER:futu	croire
votre	DET:POS	votre
main	NOM	main
,	PUN	,
et	KON	et
non	ADV	non
pas	ADV	pas
vos	DET:POS	votre
paroles	NOM	parole
.	SENT	.
Allez	VER:pres	aller
,	PUN	,
Gélon	NAM	Gélon
,	PUN	,
Allez	NAM	Allez
.	SENT	.
Qu'	KON	que
on	PRO:PER	on
mette	VER:subp	mettre
en	PRP	en
liberté	NOM	liberté
Ce	NAM	Ce
Prince	NAM	Prince
injustement	ADV	injustement
par	PRP	par
mon	DET:POS	mon
ordre	NOM	ordre
arrêté	ADJ	arrêté
.	SENT	.
Cependant	ADV	cependant
contre	PRP	contre
un	DET:ART	un
feu	NOM	feu
que	KON	que
je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
éteindre	VER:infi	éteindre
Quand	NAM	Quand
mon	DET:POS	mon
espoir	NOM	espoir
confus	ADJ	confus
n'	ADV	ne
a	VER:pres	avoir
que	KON	que
ce	PRO:DEM	ce
lâche	VER:pres	lâcher
à	PRP	à
craindre	VER:infi	craindre
,	PUN	,
Montrant	NAM	Montrant
Pyrrhus	NAM	Pyrrhus
.	SENT	.
Si	KON	si
l'	DET:ART	le
arrêt	NOM	arrêt
de	PRP	de
sa	DET:POS	son
mort	NOM	mort
vous	PRO:PER	vous
semble	VER:pres	sembler
un	DET:ART	un
sort	NOM	sort
plus	ADV	plus
doux	ADJ	doux
,	PUN	,
Je	PRO:PER	je
lui	PRO:PER	lui
donne	VER:pres	donner
le	DET:ART	le
temps	NOM	temps
d'	PRP	de
en	PRO:PER	en
résoudre	VER:infi	résoudre
avec	PRP	avec
vous	PRO:PER	vous
.	SENT	.
Qu'	KON	que
on	PRO:PER	on
les	PRO:PER	la|le
laisse	VER:pres	laisser
ici	ADV	ici
seuls	ADJ	seul
.	SENT	.
Vous	PRO:PER	vous
,	PUN	,
suivez	VER:pres	suivre
Androclide	NAM	Androclide
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
donc	ADV	donc
votre	DET:POS	votre
amour	NOM	amour
seul	ADJ	seul
qui	PRO:REL	qui
de	PRP	de
mon	DET:POS	mon
sort	NOM	sort
décide	VER:pres	décider
,	PUN	,
Madame	NAM	Madame
?	SENT	?
Mais	KON	mais
ô	INT	ô
Dieux	NOM	Dieu
!	SENT	!
Qui	PRO	qui
l'	PRO:PER	la|le
aurait	VER:cond	avoir
présumé	VER:pper	présumer
Que	VER:pper	Que
de	PRP	de
vous	PRO:PER	vous
en	PRP	en
secret	ADJ	secret
Hippias	NOM	Hippias
fût	VER:subi	être
aimer	VER:infi	aimer
?	SENT	?
Que	KON	que
pour	KON	pour
lui	PRO:PER	lui
votre	DET:POS	votre
coeur	NOM	cœur
...	PUN	...
Gardez	VER:pres	garder
de	PRP	de
vous	PRO:PER	vous
en	PRP	en
plaindre	VER:infi	plaindre
,	PUN	,
Son	NAM	Son
mérite	VER:pres	mériter
lui	PRO:PER	lui
seul	NOM	seul
aurait	VER:cond	avoir
dû	VER:pper	devoir
m'	PRO:PER	me
y	PRO:PER	y
contraindre	VER:infi	contraindre
,	PUN	,
Quand	NAM	Quand
ce	PRO:DEM	ce
coeur	NOM	cœur
qu'	PRO:REL	que
un	DET:ART	un
tyran	NOM	tyran
me	PRO:PER	me
force	VER:pres	forcer
de	PRP	de
trahir	VER:infi	trahir
,	PUN	,
Aux	VER:infi	Aux
ordres	NOM	ordre
de	PRP	de
ma	DET:POS	mon
Mère	NOM	mère
aurait	VER:cond	avoir
craint	VER:pper	craindre
d'	PRP	de
obéir	VER:infi	obéir
.	SENT	.
Par	PRP	par
elle	PRO:PER	elle
je	PRO:PER	je
l'	PRO:PER	la|le
aimai	VER:simp	aimer
même	ADV	même
sans	PRP	sans
le	PRO:PER	le
connaître	VER:infi	connaître
,	PUN	,
Mais	VER:impf	Mais
enfin	ADV	enfin
de	PRP	de
mon	DET:POS	mon
feu	NOM	feu
mon	DET:POS	mon
devoir	NOM	devoir
est	VER:pres	être
le	DET:ART	le
maître	NOM	maître
,	PUN	,
Et	NAM	Et
quand	KON	quand
vos	DET:POS	votre
jours	NOM	jour
par	PRP	par
moi	PRO:PER	moi
se	PRO:PER	se
peuvent	VER:pres	pouvoir
conserver	VER:infi	conserver
,	PUN	,
Je	PRO:PER	je
consens	VER:pres	consentir
à	PRP	à
me	PRO:PER	me
perdre	VER:infi	perdre
afin	KON	afin
de	PRP	de
vous	PRO:PER	vous
sauver	VER:infi	sauver
.	SENT	.
Quoi	PRO	quoi
,	PUN	,
vous	PRO:PER	vous
épouseriez	VER:cond	épouser
...	PUN	...
Telle	NAM	Telle
est	VER:pres	être
ma	DET:POS	mon
destinée	NOM	destinée
.	SENT	.
J'	PRO:PER	je
en	PRO:PER	en
vivrai	VER:futu	vivre
sans	PRP	sans
repos	NOM	repos
,	PUN	,
toujours	ADV	toujours
infortunée	ADJ	infortuné
,	PUN	,
Mais	VER:impf	Mais
à	PRP	à
vos	DET:POS	votre
intérêts	NOM	intérêt
je	PRO:PER	je
dois	VER:pres	devoir
tout	ADV	tout
immoler	VER:infi	immoler
.	SENT	.
Ma	DET:POS	mon
raison	NOM	raison
se	PRO:PER	se
confond	VER:pres	confondre
à	PRP	à
vous	PRO:PER	vous
ouïr	VER:infi	ouïr
parler	VER:infi	parler
,	PUN	,
Vous	NOM	Vous
qui	PRO:REL	qui
loin	ADV	loin
que	KON	que
jamais	ADV	jamais
vous	PRO:PER	vous
m'	PRO:PER	me
ayez	VER:subp	avoir
fait	VER:pper	faire
entendre	VER:infi	entendre
...	PUN	...
La	DET:ART	le
Reine	NAM	Reine
expressément	ADV	expressément
me	PRO:PER	me
l'	PRO:PER	la|le
avait	VER:impf	avoir
su	VER:pper	savoir
défendre	VER:infi	défendre
,	PUN	,
De	VER:infi	De
peur	NOM	peur
que	KON	que
trop	ADV	trop
d'	PRP	de
ardeur	NOM	ardeur
échauffant	VER:ppre	échauffer
vos	DET:POS	votre
esprits	NOM	esprit
Ne	NAM	Ne
trahit	VER:pres	trahir
le	DET:ART	le
secret	NOM	secret
que	PRO:REL	que
je	PRO:PER	je
vous	PRO:PER	vous
eusse	VER:subi	avoir
appris	VER:pper	apprendre
.	SENT	.
L'	PRO:PER	la|le
ayant	VER:ppre	avoir
tu	VER:pper	taire
jusqu'	PRP	jusque
ici	ADV	ici
,	PUN	,
quelle	PRO:REL	quel
injuste	ADJ	injuste
espérance	NOM	espérance
Vous	NAM	Vous
en	PRO:PER	en
fait	VER:pres	faire
aujourd'hui	ADV	aujourd'hui
donner	VER:infi	donner
la	DET:ART	le
connaissance	NOM	connaissance
?	SENT	?
Plaignez	VER:pres	plaindre
-vous	PRO:PER	vous
d'	PRP	de
Androclide	NAM	Androclide
,	PUN	,
il	PRO:PER	il
a	VER:pres	avoir
tout	ADV	tout
découvert	VER:pper	découvrir
.	SENT	.
Mais	KON	mais
c'	PRO:DEM	ce
est	VER:pres	être
votre	DET:POS	votre
aveu	NOM	aveu
seul	ADJ	seul
qui	PRO:REL	qui
me	PRO:PER	me
nuit	VER:pres	nuire
,	PUN	,
et	KON	et
vous	PRO:PER	vous
perd	VER:pres	perdre
.	SENT	.
Du	PRP:det	du
billet	NOM	billet
de	PRP	de
la	DET:ART	le
Reine	NAM	Reine
étant	VER:ppre	être
dépositaire	NOM	dépositaire
,	PUN	,
Il	NAM	Il
prouve	VER:pres	prouver
malgré	PRP	malgré
moi	PRO:PER	moi
que	PRO:REL	que
vous	PRO:PER	vous
êtes	VER:pres	être
mon	DET:POS	mon
frère	NOM	frère
,	PUN	,
Est-il	NOM	Est-il
en	PRP	en
mon	DET:POS	mon
pouvoir	NOM	pouvoir
de	PRP	de
démentir	VER:infi	démentir
sa	DET:POS	son
main	NOM	main
?	SENT	?
Moi	PRO:PER	moi
,	PUN	,
votre	DET:POS	votre
frère	NOM	frère
,	PUN	,
moi	PRO:PER	moi
!	SENT	!
C'	PRO:DEM	ce
est	VER:pres	être
s'	PRO:PER	se
étonner	VER:infi	étonner
en	PRP	en
vain	ADJ	vain
.	SENT	.
Moi	PRO:PER	moi
,	PUN	,
Pyrrhus	NAM	Pyrrhus
?	SENT	?
Doutez	VER:pres	douter
-vous	PRO:PER	vous
du	PRP:det	du
rapport	NOM	rapport
d'	PRP	de
Androclide	NAM	Androclide
?	SENT	?
Je	PRO:PER	je
ne	ADV	ne
suis	VER:pres	suivre|être
pas	ADV	pas
son	DET:POS	son
fils	NOM	fil|fils
?	SENT	?
Vous	PRO:PER	vous
,	PUN	,
le	DET:ART	le
fils	NOM	fil|fils
d'	PRP	de
un	DET:ART	un
perfide	NOM	perfide
?	SENT	?
Non	ADV	non
,	PUN	,
non	ADV	non
,	PUN	,
mon	DET:POS	mon
frère	NOM	frère
.	SENT	.
Hélas	INT	hélas
!	SENT	!
Sortez	VER:pres	sortir
d'	PRP	de
aveuglement	NOM	aveuglement
.	SENT	.
Androclide	NAM	Androclide
me	PRO:PER	me
fait	VER:pres	faire
passer	VER:infi	passer
pour	PRP	pour
votre	DET:POS	votre
Amant	NAM	Amant
;	PUN	;
Comme	NOM	Comme
rival	ADJ	rival
du	PRP:det	du
Roi	NAM	Roi
j'	PRO:PER	je
éprouve	VER:pres	éprouver
sa	DET:POS	son
colère	NOM	colère
.	SENT	.
Il	PRO:PER	il
vous	PRO:PER	vous
fait	VER:pres	faire
mon	DET:POS	mon
Amant	NOM	amant
!	SENT	!
Ah	INT	ah
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
trop	ADV	trop
vous	PRO:PER	vous
le	PRO:PER	le
taire	VER:infi	taire
.	SENT	.
Ce	PRO:DEM	ce
Pyrrhus	NAM	Pyrrhus
qu'	KON	que
à	PRP	à
périr	VER:infi	périr
exposaient	VER:impf	exposer
mes	DET:POS	mon
refus	NOM	refus
Est	NAM	Est
le	DET:ART	le
fils	NOM	fil|fils
d'	PRP	de
Androclide	NAM	Androclide
,	PUN	,
et	KON	et
vous	PRO:PER	vous
êtes	VER:pres	être
Pyrrhus	NAM	Pyrrhus
,	PUN	,
Nous	PRO:PER	nous
nous	PRO:PER	nous
entendions	VER:impf	entendre
mal	ADV	mal
.	SENT	.
Androclide	NAM	Androclide
est	VER:pres	être
son	DET:POS	son
père	NOM	père
?	SENT	?
L'	PRO:PER	la|le
aurais	VER:cond	avoir
-je	PRO:PER	je
abandonné	VER:pper	abandonner
s'	PRO:PER	se
il	PRO:PER	il
eût	VER:subi	avoir
été	VER:pper	être
mon	DET:POS	mon
frère	NOM	frère
?	SENT	?
Un	DET:ART	un
échange	NOM	échange
secret	ADJ	secret
abusant	VER:ppre	abuser
Glaucias	VER:simp	Glaucias
Le	DET:ART	le
fait	NOM	fait
croire	VER:infi	croire
Pyrrhus	NAM	Pyrrhus
,	PUN	,
vous	PRO:PER	vous
fait	VER:pres	faire
croire	VER:infi	croire
Hippias	NAM	Hippias
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
là	ADV	là
,	PUN	,
pour	PRP	pour
vous	PRO:PER	vous
remettre	VER:infi	remettre
où	ADV	où
le	DET:ART	le
Ciel	NOM	Ciel
vous	PRO:PER	vous
fit	VER:simp	faire
naître	VER:infi	naître
,	PUN	,
Ce	NAM	Ce
qu'	KON	que
Androclide	NAM	Androclide
au	PRP:det	au
Roi	NAM	Roi
devait	VER:impf	devoir
faire	VER:infi	faire
connaître	VER:infi	connaître
,	PUN	,
Et	NOM	Et
par	PRP	par
où	PRO:REL	où
j'	PRO:PER	je
assurais	VER:impf	assurer
qu'	KON	que
en	PRP	en
vain	ADJ	vain
dans	PRP	dans
ce	PRO:DEM	ce
grand	ADJ	grand
jour	NOM	jour
Le	DET:ART	le
bonheur	NOM	bonheur
de	PRP	de
Pyrrhus	NAM	Pyrrhus
alarmait	VER:impf	alarmer
votre	DET:POS	votre
amour	NOM	amour
;	PUN	;
Mais	VER:impf	Mais
le	DET:ART	le
traître	NOM	traître
à	PRP	à
son	DET:POS	son
fils	NOM	fil|fils
assurant	VER:ppre	assurer
la	DET:ART	le
Couronne	NAM	Couronne
Le	PRO:PER	le
maintient	VER:pres	maintenir
dans	PRP	dans
le	DET:ART	le
rang	NOM	rang
que	KON	que
votre	DET:POS	votre
nom	NOM	nom
lui	PRO:PER	lui
donne	VER:pres	donner
,	PUN	,
Et	NOM	Et
quand	KON	quand
il	PRO:PER	il
craint	VER:pres	craindre
pour	PRP	pour
lui	PRO:PER	lui
,	PUN	,
son	DET:POS	son
lâche	ADJ	lâche
emportement	NOM	emportement
Ose	VER:subi	Ose
feindre	VER:infi	feindre
qu'	KON	que
en	PRO:PER	en
vous	PRO:PER	vous
j'	PRO:PER	je
ai	VER:pres	avoir
fait	VER:pper	faire
choix	NOM	choix
d'	PRP	de
un	DET:ART	un
Amant	NAM	Amant
.	SENT	.
Allons	INT	allons
,	PUN	,
mon	DET:POS	mon
frère	NOM	frère
,	PUN	,
allons	VER:pres	aller
malgré	PRP	malgré
son	DET:POS	son
imposture	NOM	imposture
Renverser	NAM	Renverser
ses	DET:POS	son
desseins	NOM	dessein
,	PUN	,
confondre	VER:infi	confondre
la	DET:ART	le
Nature	NAM	Nature
,	PUN	,
Vous	VER:pres	Vous
placer	VER:infi	placer
sur	PRP	sur
le	DET:ART	le
trône	NOM	trône
...	PUN	...
Ah	NAM	Ah
,	PUN	,
pour	PRP	pour
vous	PRO:PER	vous
en	PRP	en
flatter	VER:infi	flatter
Androclide	NAM	Androclide
,	PUN	,
ma	DET:POS	mon
soeur	NOM	sœur
,	PUN	,
est	VER:pres	être
trop	ADV	trop
à	PRP	à
redouter	VER:infi	redouter
.	SENT	.
Ce	PRO:DEM	ce
feu	NOM	feu
que	PRO:REL	que
m'	PRO:PER	me
imputait	VER:impf	imputer
son	DET:POS	son
adroite	ADJ	adroit
colère	NOM	colère
Ne	NAM	Ne
me	PRO:PER	me
convainc	VER:pres	convaincre
que	KON	que
trop	ADV	trop
que	KON	que
je	PRO:PER	je
suis	VER:pres	suivre|être
votre	DET:POS	votre
frère	NOM	frère
;	PUN	;
Mais	VER:impf	Mais
quoi	PRO:REL	quoi
qu'	KON	que
ait	VER:subp	avoir
pu	VER:pper	pouvoir
le	DET:ART	le
Sort	NAM	Sort
afin	KON	afin
de	PRP	de
m'	PRO:PER	me
épargner	VER:infi	épargner
,	PUN	,
C'	NAM	C'
est	VER:pres	être
à	PRP	à
moi	PRO:PER	moi
de	PRP	de
mourir	VER:infi	mourir
,	PUN	,
à	PRP	à
son	DET:POS	son
fils	NOM	fil|fils
de	PRP	de
régner	VER:infi	régner
.	SENT	.
Quoi	PRO	quoi
,	PUN	,
ma	DET:POS	mon
main	NOM	main
...	PUN	...
Votre	NAM	Votre
main	NOM	main
par	PRP	par
le	DET:ART	le
Roi	NOM	roi
poursuivie	VER:pper	poursuivre
Malgré	VER:pper	Malgré
cet	PRO:DEM	ce
imposteur	NOM	imposteur
me	PRO:PER	me
peut	VER:pres	pouvoir
sauver	VER:infi	sauver
la	DET:ART	le
vie	NOM	vie
,	PUN	,
Mais	VER:impf	Mais
justifiera-t-elle	NOM	justifiera-t-elle
,	PUN	,
après	PRP	après
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
soutient	VER:pres	soutenir
,	PUN	,
Qu'	NAM	Qu'
il	PRO:PER	il
fait	VER:pres	faire
prendre	VER:infi	prendre
à	PRP	à
son	DET:POS	son
fils	NOM	fil|fils
un	DET:ART	un
nom	NOM	nom
qui	PRO:REL	qui
m'	PRO:PER	me
appartient	VER:pres	appartenir
?	SENT	?
Non	ADV	non
,	PUN	,
non	ADV	non
,	PUN	,
il	PRO:PER	il
n'	ADV	ne
est	VER:pres	être
plus	ADV	plus
temps	NOM	temps
de	PRP	de
l'	DET:ART	le
en	PRO:PER	en
vouloir	VER:infi	vouloir
dédire	VER:infi	dédire
.	SENT	.
Quoi	PRO	quoi
,	PUN	,
contre	PRP	contre
vous	PRO:PER	vous
moi	NOM	moi
-même	ADJ	même
il	PRO:PER	il
faut	VER:pres	falloir
que	KON	que
je	PRO:PER	je
conspire	VER:pres	conspirer
,	PUN	,
Que	VER:pper	Que
de	PRP	de
moi	PRO:PER	moi
,	PUN	,
d'	PRP	de
une	DET:ART	un
soeur	NOM	sœur
vous	PRO:PER	vous
paraissiez	VER:impf	paraître
aimé	VER:pper	aimer
?	SENT	?
Androclide	NAM	Androclide
l'	PRO:PER	la|le
a	VER:pres	avoir
dit	VER:pper	dire
,	PUN	,
vous	PRO:PER	vous
l'	PRO:PER	la|le
avez	VER:pres	avoir
confirmé	VER:pper	confirmer
.	SENT	.
Je	PRO:PER	je
parlais	VER:impf	parler
d'	PRP	de
un	DET:ART	un
secret	NOM	secret
qui	PRO:REL	qui
vous	PRO:PER	vous
faisait	VER:impf	faire
connaître	VER:infi	connaître
.	SENT	.
Il	PRO:PER	il
parlait	VER:impf	parler
de	PRP	de
l'	DET:ART	le
Amour	NAM	Amour
que	PRO:REL	que
vous	PRO:PER	vous
m'	PRO:PER	me
aviez	VER:impf	avoir
fait	VER:pper	faire
naître	VER:infi	naître
.	SENT	.
Et	KON	et
l'	PRO:PER	la|le
on	PRO:PER	on
croirait	VER:cond	croire
